,Terrestrial CO2 sink as a residual,,Models,,,,,,,,,,Mean Model
Year, of the global carbon budget,,CABLE2.0,CLM4.5BGC ,ISAM,JULES,LPJ-GUESS ,LPJ ,LPX,ORCHIDEE,VISIT,,Ensemble
1974.0,3.02092763072,,5.55981,3.6662859894,3.014657,4.88345,4.19242,3.52374113232,2.92,4.695,4.197,,4.07248490241
1975.0,1.77179916485,,4.15124,1.37090440783,1.8154867,1.67472,1.18958,1.9559524107,1.86,2.656,2.974,,2.18309816873
1976.0,2.49977080276,,5.91298,2.32144828897,2.6622376,3.45006,4.31446,3.98311981355,2.26,4.017,4.212,,3.68147841139
1977.0,0.584608346723,,3.08936,1.68371116485,0.9436408,0.324936,0.28479,1.69633752132,1.17,2.201,2.259,,1.51697505402
1978.0,1.94727472355,,4.16088,3.37978811612,2.2623806,3.10777,3.20016,2.35983931893,1.52,2.745,2.982,,2.85753533723
1979.0,0.607094120382,,2.37832,1.29884981967,1.1756353,-0.235079,1.48686,1.15697950544,1.03,1.886,2.029,,1.35628506946
1980.0,1.09353002982,,3.11297,1.68880223303,1.3020544,-0.692743,-0.920693,-0.504325269967,-1.11,-0.412,1.218,,0.409118373674
1981.0,2.1462127121,,3.60875,2.54388965364,1.5052396,1.0964,1.61549,1.05056513481,0.719,3.325,1.962,,1.93625937649
1982.0,2.35481912852,,2.70181,2.13968038272,1.6490172,0.524531,2.04092,1.72901690459,0.889,1.944,2.263,,1.76455283192
1983.0,0.556297888917,,0.46516,1.10220904987,0.3670391,-1.55928,-0.598493,-0.710419616213,-1.4,0.194,0.063,,-0.230753829593
1984.0,2.09867622342,,4.83722,2.87236714241,2.4401906,0.591966,2.66975,2.09641467962,1.56,3.748,3.445,,2.69565649134
1985.0,1.50389918891,,4.77672,3.30991275362,2.4798226,1.85968,3.19027,2.28805060407,1.28,2.693,2.542,,2.71327288419
1986.0,2.99179714859,,3.16131,2.49538418442,2.0728409,1.31834,3.2983,1.96590694285,0.202,1.768,2.622,,2.10045355859
1987.0,-0.447951607611,,0.78121,1.80278830905,0.2372794,-1.24991,0.312749,0.231055569492,-0.996,0.203,0.822,,0.238241364283
1988.0,0.872744197775,,3.22316,1.83628096799,1.3764538,1.41557,-0.947228,0.0998077908897,-0.119,2.612,1.099,,1.17733828432
1989.0,2.7947693038,,4.72983,3.40555969414,2.5601687,2.13082,2.86068,3.29638504405,2.25,4.544,3.328,,3.2339381598
1990.0,3.06313411227,,3.47898,2.68892695963,0.9843851,0.370875,1.54239,2.21674075683,1.26,0.346,2.105,,1.66592197961
1991.0,4.02743208674,,3.10189,1.67844178246,1.1794658,1.57878,1.43631,1.11805712144,0.343,2.309,2.128,,1.65254941155
1992.0,3.97938641554,,4.57536,1.41529583184,2.8590431,1.64755,3.66756,3.10895541505,0.825,3.608,1.611,,2.59086270521
1993.0,2.69186589736,,4.83065,4.25750713186,2.4333034,1.9207,4.07921,3.24523196209,1.26,3.91,2.218,,3.12828916599
1994.0,1.98277097949,,3.04134,1.94211421595,1.1671557,0.55763,-0.437511,1.02193742141,0.243,1.853,1.989,,1.2641851486
1995.0,1.69251621788,,1.9493,1.95154015413,0.7448685,1.0426,0.945904,0.895117966679,-0.304,1.453,1.268,,1.10514784676
1996.0,3.65932763517,,5.85541,2.70886435508,2.8112545,2.92322,2.65733,2.53614924816,1.74,3.298,3.099,,3.06991423369
1997.0,2.59070231267,,3.14636,3.35535048902,1.1923546,2.71688,2.92864,3.11215258071,2.03,2.392,2.44,,2.59041529664
1998.0,-0.0743030801874,,0.53931,1.50259166264,-0.3592035,0.315653,-0.84719,0.163245676988,0.272,0.676,1.492,,0.417156315515
1999.0,2.96890795163,,4.50334,2.15300406796,2.8202741,3.10173,2.78553,2.93899840387,2.28,3.953,4.481,,3.22409739687
2000.0,3.22709024459,,5.03141,3.2923938758,2.6384835,3.97128,3.52041,3.64427313727,2.29,2.569,4.203,,3.46225005701
2001.0,2.11801379191,,3.12373,2.73706187406,0.9511036,1.21622,0.838017,1.92946042225,1.23,2.353,3.319,,1.9663992107
2002.0,0.662441300274,,2.08374,1.11704716383,0.9284363,-0.177635,-0.330052,0.455206643063,-0.926,1.631,1.392,,0.685971456321
2003.0,1.11137589198,,2.44151,2.18172794669,1.2171468,1.39562,2.14668,1.54931959868,0.337,2.874,2.32,,1.82922270504
2004.0,3.11743944256,,5.47997,3.2000391984,2.6432819,3.78157,4.34818,3.58031741501,1.77,3.406,4.239,,3.60537316816
2005.0,1.61005606014,,1.54051,2.68866374252,0.8109952,1.54713,1.81845,1.73966653426,0.266,2.328,1.853,,1.62137949742
2006.0,3.18442621584,,2.50541,2.62857925062,2.1357098,2.42209,1.94169,2.4208077809,1.24,3.065,3.299,,2.40647631461
2007.0,2.55593282954,,2.66099,2.12172244471,1.8906775,2.41073,1.13107,1.36323318894,0.604,2.851,3.903,,2.10404701485
2008.0,3.25456119938,,5.98528,3.40716649152,3.1531997,3.2147,2.98418,2.85726924045,1.61,3.584,4.302,,3.45531060355
2009.0,3.30848718854,,2.83162,3.61222097592,1.7691433,1.99723,3.0632,3.06113947227,1.35,2.087,3.372,,2.57150597202
2010.0,2.34353093078,,2.86617,1.05615867309,1.2627794,1.96598,2.88727,2.20985288321,-0.624,2.13,3.527,,1.9201345507
2011.0,4.02840899565,,3.80316,3.9373655624,2.5695827,3.6087,4.5759,3.60661648274,1.16,4.612,4.85,,3.63592497168
2012.0,2.66302181788,,2.81186,0.768526471884,1.2633513,0.921802,0.482836,1.35742755673,-0.138,3.138,3.089,,1.52164481429
2013.0,2.50684397795,,4.07009,3.49720931052,1.7305263,1.63038,2.91947,3.14123104481,0.511,0.903,3.307,,2.41221185059
