1965.0,0.275,0.593,1.799,NaN,0.324,NaN,0.041,16.053,0.608117752249,NaN,32.988,10.414,8.65673506143,0.359,0.335,0.851900473934,0.056,13.1298401205,28.754,0.023,0.041,0.049,NaN,0.615407152513,NaN,15.38,0.002,0.091,12.631,0.028,0.01,0.11,68.763,0.007,0.003,0.024,0.029,4.845,129.799,6.241,0.004,0.067,NaN,0.231,0.32,2.49545418049,3.984,0.314,33.2766797856,12.072,0.674,12.091,0.033,0.004,0.422,0.621,7.538,0.284,0.008,NaN,3.45388869965,0.176,0.037,0.003,NaN,0.094,6.907,95.951,0.01,0.023,0.059,0.008,2.30149180082,262.072,0.465,0.013,4.643,0.094,0.006,0.056,0.539,0.19,0.018,0.294,0.083,0.205,1.311,16.715,0.381,45.261,6.733,5.267,3.745,14.662,3.53,51.75,0.816,105.514,0.388,39.2161655272,0.673,0.003,9.659,1.63008577571,0.049,2.03182872516,0.901,NaN,0.152,0.277,3.32401015709,3.328,0.036,1.60344115358,0.152,0.095,2.288,NaN,0.054,0.129,NaN,0.067,0.044,0.083,20.52,0.534,0.286417293686,0.001,1.162,0.547,0.744,NaN,0.009,0.049,NaN,27.406,0.336,3.736,0.213,0.025,3.208,NaN,4.475,NaN,0.007,4.59509952607,NaN,0.417,0.083,0.15,3.263,3.813,0.412,67.418,3.163,1.716,0.085,6.819,3.14735332589,0.041,21.468,321.123045486,0.013,NaN,0.007,0.008,0.003,1.151,0.462,6.46069286157,0.002,0.077,0.69,10.7663202144,1.85658735816,0.007,0.036,34.977,19.394,0.725,NaN,0.011,0.004,0.662,0.217,0.022,17.079,8.282,1.003,4.873,1.0836052979,2.032,NaN,0.036,0.003,1.417,0.672,7.469,4.21224730834,NaN,0.171,96.3016373127,0.006,169.79,0.317,924.713,1.506,17.1109476497,0.013,16.577,3.59,NaN,NaN,1.072,1.068,1.422,2458.20045192,533.314548081,2042.00847606,949.506523942,892.366769121,58.36,407.907396173,12.355,1348.81560383,47.166,1014.101,37.22,65.572,88.051,50.434,3130.0
1966.0,0.298,0.696,2.299,NaN,0.424,NaN,0.095,17.218,0.642205805541,NaN,32.815,10.706,9.14198852593,0.298,0.177,0.866914691943,0.073,13.8658335824,28.69,0.022,0.031,0.055,NaN,0.609815902667,NaN,17.536,0.003,0.134,13.299,0.028,0.013,0.128,70.717,0.006,0.005,0.023,0.023,5.125,142.566,6.409,0.005,0.084,NaN,0.271,0.353,2.47278186064,4.141,0.339,33.0877923359,12.994,0.656,13.67,0.038,0.004,0.456,0.66,7.244,0.356,0.007,NaN,3.64749650278,0.225,0.038,0.003,NaN,0.088,8.05,94.692,0.012,0.033,0.104,0.009,2.43050197174,259.711,0.393,0.015,5.086,0.106,0.008,0.069,0.475,0.196,0.018,0.322,0.083,0.22,1.409,16.835,0.408,46.841,6.38,7.555,4.121,17.497,3.708,58.426,0.96,114.465,0.432,41.4144285041,0.732,0.003,9.586,1.72146026788,0.064,2.14572292675,0.976,NaN,0.167,0.717,3.51033761581,3.169,0.041,1.58887317193,0.158,0.117,2.685,NaN,0.052,0.113,NaN,0.074,0.049,0.075,22.07,0.533,0.283815064182,0.002,1.491,0.58,0.766,NaN,0.009,0.052,NaN,28.267,0.412,3.822,0.262,0.037,3.52,NaN,5.335,NaN,0.008,4.67608530806,NaN,0.452,0.093,0.14,3.615,4.397,0.461,68.906,3.232,1.712,0.094,8.185,3.32377828225,0.049,22.957,339.123604501,0.012,NaN,0.008,0.007,0.003,1.749,0.469,6.40199457082,0.002,0.082,0.184,10.7052076641,1.83971942977,0.007,0.038,35.003,21.197,0.726,NaN,0.012,0.005,0.721,0.299,0.055,19.796,8.597,1.341,5.315,1.14434681548,2.585,NaN,0.049,0.003,1.106,0.787,8.603,4.4483649191,NaN,0.2,101.699827602,0.007,168.684,0.374,971.333,1.474,18.0701021773,0.021,15.552,5.236,NaN,NaN,0.945,0.955,1.649,2555.21849044,572.274509561,2117.70121593,1009.79178407,907.355058336,60.416,440.796398987,12.341,1389.34160101,54.296,1064.238,37.22,68.826,95.264,65.243,3288.0
1967.0,0.35,0.731,2.302,NaN,0.271,NaN,0.154,17.874,0.671521366803,NaN,35.251,10.899,9.55930416273,0.465,0.274,0.920090047393,0.092,14.4987844065,29.308,0.033,0.039,0.058,NaN,0.61596165663,NaN,18.051,0.001,0.12,15.044,0.028,0.013,0.114,76.874,0.005,0.004,0.025,0.032,5.252,118.144,6.74,0.005,0.088,NaN,0.239,0.406,2.49770267502,4.295,0.372,33.0152595552,14.302,0.625,13.383,0.024,0.006,0.428,0.707,5.366,0.316,0.007,NaN,3.81399827878,0.293,0.046,0.005,NaN,0.097,7.804,101.448,0.019,0.038,0.276,0.009,2.5414500959,255.56,0.408,0.017,5.327,0.114,0.01,0.079,0.541,0.198,0.013,0.361,0.071,0.239,1.652,16.043,0.394,46.97,6.698,5.016,4.476,18.528,3.693,63.929,1.055,133.592,0.386,43.3049240516,0.737,0.006,6.938,1.80004189002,0.087,2.24367139026,0.958,NaN,0.167,5.047,3.67057833076,3.098,0.045,1.60488591209,0.23,0.1,2.765,NaN,0.061,0.142,NaN,0.081,0.054,0.136,24.571,0.587,0.286675366033,0.002,1.477,0.511,0.987,NaN,0.013,0.058,NaN,29.12,0.402,3.72,0.295,0.036,3.501,NaN,5.271,NaN,0.037,4.96290995261,NaN,0.463,0.119,0.133,3.724,4.972,0.516,70.707,3.384,1.824,0.125,9.586,3.47550289298,0.058,25.124,354.603998352,0.011,NaN,0.009,0.007,0.003,6.956,0.191,6.46651417966,0.002,0.069,0.834,10.6817404448,1.85826021056,0.009,0.062,36.511,23.594,0.804,NaN,0.014,0.005,0.869,0.364,0.062,18.817,8.879,1.257,6.0,1.19658422736,3.318,NaN,0.054,0.004,1.265,0.842,9.142,4.65142492444,NaN,0.221,106.342245189,0.25,161.581,0.48,1007.829,1.332,18.8949704404,0.023,17.948,6.268,NaN,NaN,0.833,1.307,1.445,2649.18345443,574.635545573,2191.90125849,1031.91774151,916.941210885,64.802,447.060221159,13.673,1420.17377884,56.092,1109.402,39.57,73.026,101.955,67.226,3393.0
1968.0,0.334,0.838,2.471,NaN,0.456,NaN,0.27,18.839,0.690387991698,NaN,36.712,11.549,9.82787611712,0.445,0.301,1.05506161137,0.12,14.9061327656,32.331,0.028,0.042,0.061,NaN,0.658797099668,NaN,21.113,0.004,0.117,16.233,0.028,0.015,0.134,82.776,0.008,0.006,0.05,0.034,5.788,127.878,7.255,0.005,0.123,NaN,0.283,0.481,2.67139887756,4.373,0.443,34.5407145989,16.179,0.919,14.542,0.033,0.006,0.641,0.85,6.246,0.344,0.008,NaN,3.92115387864,0.471,0.05,NaN,NaN,0.108,9.085,104.89,0.023,0.042,0.535,0.01,2.61285301473,268.798,0.481,0.018,6.087,0.148,0.011,0.076,0.584,0.204,0.017,0.363,0.072,0.334,1.692,16.677,0.435,51.087,7.523,5.377,4.86,22.472,3.766,68.038,1.059,153.413,0.411,44.5215908601,0.769,0.009,6.12,1.85061468906,0.046,2.30670811344,0.99,NaN,0.241,8.219,3.77370449761,3.346,0.046,1.71649350703,0.249,0.106,2.875,NaN,0.054,0.174,NaN,0.084,0.064,0.174,25.631,0.677,0.306611454879,0.002,1.535,0.758,0.799,NaN,0.013,0.069,NaN,30.966,0.502,3.678,0.336,0.044,1.809,NaN,5.765,NaN,0.044,5.69093838863,NaN,0.551,0.137,0.161,3.955,6.068,0.594,75.286,3.548,1.931,0.138,10.156,3.57314834798,0.059,27.322,364.566720246,0.015,0.001,0.01,0.008,0.004,7.937,0.0,6.91621100221,0.002,0.105,1.478,11.1752854011,1.98748805866,0.01,0.042,37.656,26.495,0.884,NaN,0.011,0.006,0.847,0.396,0.076,21.185,9.825,1.626,6.593,1.2302026748,4.663,NaN,0.053,0.004,1.102,0.981,9.903,4.78210831535,NaN,0.268,109.329967322,0.339,165.522,0.451,1044.82,1.332,19.4258311655,0.017,17.899,6.442,NaN,NaN,3.176,1.247,1.741,2778.45714099,621.284859006,2307.49764194,1092.24435806,967.753453426,70.344,491.188464828,14.08,1486.65853517,64.393,1153.386,41.103,78.568,107.758,58.5,3566.0
1969.0,0.257,0.885,3.075,NaN,0.76,NaN,0.343,21.088,0.7189947321,NaN,38.794,12.188,10.2351014805,0.476,0.347,1.02331279621,0.131,15.5237794737,33.711,0.037,0.055,0.054,NaN,0.683056654787,NaN,22.993,0.005,0.133,18.101,0.033,0.02,0.367,83.829,0.01,0.012,0.051,0.044,6.151,157.414,7.649,0.005,0.137,0.003,0.313,0.569,2.76977051329,4.707,0.456,36.6675872823,17.492,0.996,16.199,0.023,0.005,0.724,0.98,5.371,0.325,0.012,NaN,4.08362980874,0.455,0.058,NaN,NaN,0.118,10.345,112.697,0.023,0.044,0.391,0.013,2.72111852456,287.15,0.461,0.018,6.947,0.111,0.013,0.085,0.622,0.204,0.016,0.373,0.086,0.321,2.116,17.022,0.345,52.011,9.106,6.17,5.049,22.666,4.041,73.632,1.165,178.336,0.48,46.3663761219,0.854,0.003,7.317,1.92729628641,0.087,2.40228828137,1.159,NaN,0.347,9.695,3.93007075284,3.598,0.046,1.77970169186,0.232,0.104,2.495,NaN,0.044,0.178,NaN,0.09,0.075,0.156,27.894,0.732,0.317902120083,0.002,1.589,0.884,0.877,NaN,0.018,0.109,NaN,31.609,0.425,3.892,0.351,0.052,3.303,NaN,6.06,NaN,0.064,5.51968720379,NaN,0.56,0.152,0.142,4.173,6.234,0.695,80.08,3.985,1.956,0.156,11.596,3.72120440985,0.061,30.447,379.672813704,0.016,NaN,0.017,0.008,0.004,9.627,0.134,7.1708936687,0.002,0.302,1.965,11.8634127177,2.06067535128,0.01,0.044,39.073,26.42,1.178,NaN,0.009,0.008,1.141,0.415,0.083,23.58,10.389,1.975,7.18,1.28117703847,3.971,NaN,0.066,0.003,1.065,1.052,10.583,4.98025853348,NaN,0.321,113.86013591,5.597,171.491,0.49,1097.559,1.526,20.2307549416,0.012,18.816,7.385,NaN,NaN,1.276,1.166,1.841,2940.76538432,687.545615678,2449.84730516,1178.46369484,1028.66243471,75.988,556.450077659,15.676,1569.14692234,73.258,1209.402,43.33,85.024,112.831,38.858,3780.0
1970.0,0.456,1.021,4.111,NaN,0.977,NaN,0.126,22.562,0.756244855234,NaN,40.256,13.824,10.7653679392,0.702,0.707,1.03801421801,0.117,16.3280450282,34.257,0.033,0.077,0.062,0.001,0.892613002335,NaN,25.569,0.005,2.239,16.7,0.039,0.017,0.32,93.124,0.01,0.01,0.057,0.034,6.726,210.422,7.746,0.008,0.156,0.003,0.341,0.666,3.61951407153,5.092,0.465,42.0365241521,20.058,0.74,16.935,0.038,0.007,0.848,1.168,5.914,0.39,0.01,NaN,4.29519702393,0.451,0.07,0.003,NaN,0.142,11.016,119.72,0.028,0.053,0.568,0.013,2.86209591365,280.07,0.716,0.019,6.59,0.104,0.012,0.083,0.627,0.216,0.019,0.431,0.105,0.379,2.291,19.09,0.379,53.216,9.769,6.52,5.294,25.094,4.521,80.922,1.362,209.66,0.425,48.768553972,0.841,0.006,6.829,2.02714684272,0.156,2.52674751631,1.065,NaN,0.396,8.817,4.13368228562,3.749,0.056,2.32570001229,0.265,0.124,3.982,NaN,0.055,0.181,NaN,0.099,0.117,0.136,31.108,0.777,0.415431961415,0.004,1.989,0.814,1.259,NaN,0.018,0.062,NaN,38.706,0.653,3.871,0.383,0.059,5.874,0.001,7.639,NaN,0.064,5.59898578199,NaN,0.601,0.189,0.203,4.85,6.758,0.678,83.022,4.161,2.064,0.174,14.667,3.91399486614,0.087,32.755,399.343137324,0.016,NaN,0.018,0.008,0.004,12.351,0.357,9.37086679734,0.008,0.238,4.966,13.6004758479,2.69287415509,0.011,0.059,40.841,31.887,0.981,NaN,0.01,0.008,1.324,0.439,0.1,25.192,10.989,1.816,7.847,1.34755304973,4.193,NaN,0.075,0.007,2.454,1.021,11.628,5.2382788434,NaN,0.394,119.759072152,4.158,178.092,0.482,1180.503,1.566,21.2788823882,0.011,20.333,7.69,NaN,0.019,0.685,1.028,2.226,3140.41022453,791.302775472,2630.22307118,1301.48992882,1075.53301505,82.777,662.216123804,18.547,1647.9988762,77.927,1304.849,45.059,92.302,119.332,1.955,4053.0
1971.0,0.517,1.187,5.091,NaN,0.93,NaN,0.116,24.254,0.802662629929,NaN,41.662,14.223,11.4261386143,1.836,0.829,0.984213270142,0.132,17.3302488913,33.141,0.039,0.08,0.063,0.001,0.962018434312,NaN,27.989,0.006,2.05,17.535,0.041,0.02,0.068,96.157,0.01,0.012,0.05,0.041,7.389,239.06,8.27,0.008,0.187,0.003,0.417,0.738,3.90095063701,5.347,0.514,44.0991751026,29.332,0.808,15.561,0.044,0.007,0.961,1.152,6.285,0.412,0.018,NaN,4.55883318139,0.505,0.071,0.003,NaN,0.15,11.067,126.107,0.028,0.062,0.776,0.015,3.03776933788,283.196,0.626,0.022,7.585,0.128,0.013,0.093,0.666,0.222,0.02,0.409,0.11,0.363,2.498,18.893,0.402,56.141,10.632,7.871,6.135,27.784,4.431,84.971,1.569,217.492,0.452,51.7619333449,1.005,0.008,7.401,2.15157168312,0.115,2.68183749294,1.45,NaN,0.416,5.903,4.3874047826,3.6,0.062,2.50653561919,0.28,0.137,4.548,0.001,0.062,0.18,NaN,0.146,0.109,0.108,34.453,0.828,0.447734016913,0.004,2.237,0.986,1.392,NaN,0.024,0.054,NaN,38.417,0.66,4.107,0.411,0.063,8.803,0.001,7.417,NaN,0.571,5.30878672986,NaN,0.71,0.225,0.173,5.076,7.523,0.835,85.423,4.474,2.496,0.221,15.985,4.15423310458,0.09,34.314,423.854536834,0.017,NaN,0.019,0.01,0.003,16.31,0.369,10.0995017784,0.009,0.219,4.525,14.2678248974,2.90225951415,0.013,0.051,45.969,35.092,0.867,NaN,0.013,0.008,1.359,0.468,0.109,23.068,11.438,2.423,8.596,1.43026490347,5.249,NaN,0.086,0.005,2.21,1.149,13.017,5.55980069636,NaN,0.393,127.109799354,5.777,180.219,0.672,1188.102,1.584,22.5849651491,0.016,17.061,6.689,NaN,0.021,0.538,1.034,2.384,3217.5606218,872.557378204,2679.0520927,1411.0659073,1100.51328561,90.779,720.379106359,19.762,1707.51489364,91.35,1318.853,46.744,94.691,125.84,-7.958,4208.0
1972.0,0.418,1.539,7.731,NaN,1.229,NaN,0.102,24.586,0.844659384298,NaN,42.947,15.324,12.0239747647,1.77,1.004,0.957,0.137,18.2369987245,35.679,0.043,0.106,0.069,0.001,0.901669902913,0.006,31.187,0.006,2.58,18.045,0.044,0.02,0.032,103.937,0.014,0.015,0.046,0.033,7.688,254.043,8.585,0.008,0.181,0.003,0.481,0.822,3.6562394822,5.672,0.656,44.5094386433,24.434,0.824,16.253,0.052,0.007,1.275,1.253,6.957,0.458,0.024,NaN,4.79735954376,0.384,0.064,0.003,NaN,0.158,12.043,131.096,0.028,0.059,0.747,0.018,3.19671090057,284.423,0.661,0.02,8.61,0.151,0.013,0.103,0.739,0.227,0.018,0.426,0.107,0.419,2.532,18.934,0.405,59.408,11.819,8.059,6.014,29.014,4.618,89.711,1.715,232.717,0.523,54.4702109192,1.056,0.007,7.536,2.2641457885,0.133,2.82215606048,1.558,NaN,0.411,4.154,4.61696170241,3.68,0.063,2.34929773463,0.351,0.149,4.885,0.001,0.067,0.229,NaN,0.214,0.122,0.188,36.122,0.895,0.419647143091,0.004,2.195,0.9,1.336,NaN,0.021,0.073,NaN,43.031,0.465,4.417,0.438,0.069,11.297,0.001,8.025,NaN,0.57,5.162,NaN,0.764,0.346,0.195,4.956,7.211,0.974,89.979,5.004,2.941,0.235,16.454,4.37159006226,0.095,36.112,446.031369551,0.018,NaN,0.021,0.01,0.003,19.183,0.397,9.46594832616,0.012,0.185,6.065,14.4005613567,2.720197411,0.015,0.064,46.83,39.549,0.939,NaN,0.019,0.01,1.467,0.476,0.104,23.12,11.719,2.118,9.797,1.50509893908,5.955,NaN,0.109,0.006,2.248,1.292,14.687,5.85069948183,NaN,0.377,133.760412977,6.396,176.844,0.591,1244.874,1.657,23.7666512005,0.017,17.065,6.288,NaN,0.023,0.408,1.109,2.243,3359.80669673,918.407303272,2794.33155695,1483.88244305,1131.8589142,96.265,760.924151379,20.864,1769.16784862,98.615,1385.103,48.149,99.079,134.374,-36.588,4376.0
1973.0,0.447,1.443,10.448,NaN,1.331,NaN,0.09,25.652,0.880496567674,NaN,46.63,16.407,12.5341276104,2.147,1.506,1.242,0.131,19.010757567,37.871,0.04,0.104,0.116,0.001,1.07712424727,0.014,36.123,0.007,2.722,18.769,0.046,0.02,0.035,104.069,0.017,0.016,0.044,0.044,7.541,264.124,9.19,0.008,0.333,0.003,0.558,0.875,4.36770062677,6.108,0.682,44.6998371926,26.569,0.871,16.143,0.049,0.007,1.627,1.435,6.489,0.537,0.008,NaN,5.0009017726,0.478,0.069,0.004,NaN,0.172,13.468,140.878,0.032,0.057,1.449,0.017,3.33234085612,296.555,0.675,0.023,10.16,0.152,0.015,0.111,0.801,0.219,0.03,0.492,0.115,0.412,2.535,19.926,0.478,61.179,13.399,8.357,6.234,35.424,5.266,96.624,2.263,249.727,0.601,56.7812714171,1.069,0.01,6.611,2.36020889905,0.141,2.94189441435,1.953,NaN,0.404,3.978,4.81285001697,3.864,0.061,2.80644340666,0.293,0.156,4.776,0.001,0.073,0.22,NaN,0.259,0.128,0.185,39.349,0.949,0.501305535052,0.004,2.629,0.972,1.121,NaN,0.023,0.115,NaN,45.172,0.709,4.964,0.499,0.09,13.52,0.001,8.324,NaN,0.576,5.464,NaN,0.884,0.367,0.237,5.388,8.602,0.943,91.663,5.455,3.4,0.245,19.933,4.55706775613,0.105,39.531,464.955575306,0.019,NaN,0.022,0.01,0.004,25.944,0.423,11.3079103922,0.013,0.147,5.787,14.4621628074,3.24951579206,0.018,0.072,47.323,42.369,0.979,NaN,0.011,0.011,1.48,0.575,0.101,23.825,12.616,2.153,10.991,1.56895723235,6.669,NaN,0.11,0.007,2.563,1.317,16.222,6.0989327864,NaN,0.322,139.435595823,8.353,179.993,0.869,1300.844,1.575,24.7750219748,0.015,18.135,6.844,NaN,0.025,0.745,1.252,2.531,3516.48503375,987.344966248,2929.98241756,1573.84758244,1185.34386262,103.424,803.111357344,23.802,1851.94864266,117.111,1444.425,52.638,107.322,143.982,-33.812,4614.0
1974.0,0.523,1.185,8.701,NaN,1.329,NaN,0.117,26.062,0.914200235524,NaN,47.002,15.672,13.0139092351,2.015,1.474,1.271,0.134,19.738451782,36.875,0.042,0.111,0.121,0.001,1.08183753226,0.024,39.121,0.007,2.232,19.433,0.056,0.025,0.02,106.346,0.018,0.015,0.031,0.041,7.078,269.434,9.948,0.008,0.443,0.003,0.52,0.971,4.38681283028,6.248,0.525,45.2256998525,27.739,0.919,15.005,0.053,0.008,1.75,1.661,7.124,0.538,0.014,NaN,5.19232640556,0.474,0.082,0.004,NaN,0.183,12.73,136.098,0.028,0.059,1.487,0.017,3.45989627598,290.305,0.801,0.021,9.877,0.152,0.01,0.105,0.837,0.229,0.028,0.424,0.129,0.425,2.912,20.208,0.475,63.265,13.979,8.438,6.355,39.339,5.303,98.011,2.073,249.761,0.608,58.9547462291,1.35,0.009,5.271,2.45055302952,0.08,3.05450431634,1.969,NaN,0.47,2.549,4.99707640051,3.93,0.073,2.818723854,0.324,0.15,5.195,0.001,0.083,0.203,NaN,0.284,0.132,0.189,42.271,1.023,0.503499150005,0.004,3.037,0.859,1.275,NaN,0.027,0.116,NaN,43.754,0.759,5.115,0.532,0.079,16.987,0.001,7.552,NaN,0.637,5.841,NaN,0.824,0.433,0.26,5.825,8.326,0.959,94.594,5.649,2.86,0.266,20.64,4.73150330042,0.116,41.163,482.753155502,0.02,NaN,0.02,0.009,0.005,26.94,0.505,11.357391596,0.015,0.142,5.991,14.6323001475,3.26373503748,0.018,0.09,48.196,47.219,0.779,NaN,0.012,0.009,1.55,0.437,0.085,21.786,11.312,2.636,10.736,1.62901381334,6.612,NaN,0.103,0.006,2.741,1.472,16.672,6.33238787574,NaN,0.326,144.772914764,8.543,168.423,0.629,1254.019,1.55,25.7233608352,0.017,20.489,5.204,NaN,0.044,0.613,1.146,2.47,3476.94752526,1017.08047474,2868.35106144,1625.67693856,1168.56745499,106.293,815.94006753,23.599,1856.95193247,121.303,1402.8,53.242,113.846,133.568,-4.596,4623.0
1975.0,0.58,1.253,8.735,NaN,1.204,NaN,0.193,25.888,0.961136401594,NaN,47.964,14.833,13.6820593639,2.251,1.569,1.328,0.155,20.7518482075,33.297,0.048,0.121,0.125,0.001,1.12883175618,0.051,41.223,0.007,1.931,19.924,0.06,0.021,0.02,108.302,0.021,0.016,0.028,0.05,6.276,312.41,9.789,0.009,0.3,0.004,0.556,1.088,4.5773727418,7.381,0.54,47.3276393926,29.381,0.883,15.173,0.054,0.008,1.729,2.008,8.481,0.575,0.017,NaN,5.45890683838,0.33,0.095,0.004,NaN,0.17,12.572,121.876,0.032,0.058,1.464,0.027,3.63753161219,273.902,0.749,0.024,10.601,0.138,0.013,0.11,0.961,0.23,0.031,0.498,0.132,0.455,3.005,20.559,0.441,68.776,14.716,9.042,6.014,38.082,5.358,93.349,2.233,237.271,0.68,61.9815555124,1.357,0.009,4.589,2.57636744029,0.069,3.21132633003,1.754,NaN,0.405,3.158,5.25363245758,3.23,0.081,2.94116713777,0.462,0.158,5.303,0.002,0.093,0.182,NaN,0.246,0.139,0.161,44.852,1.109,0.525370781458,0.003,3.03,0.787,1.251,NaN,0.028,0.096,NaN,41.729,0.69,4.98,0.526,0.091,12.925,0.001,8.09,NaN,1.979,6.332,NaN,0.999,0.418,0.229,5.99,8.87,1.107,102.416,5.824,2.988,0.317,22.315,4.97442450744,0.132,44.248,507.538297091,0.048,NaN,0.021,0.016,0.005,22.726,0.704,11.8507483042,0.016,0.143,6.693,15.3123606074,3.4055092786,0.016,0.137,50.505,49.535,0.771,NaN,0.009,0.009,1.156,0.551,0.092,22.041,10.662,3.05,11.868,1.7126493889,6.656,NaN,0.085,0.009,2.624,1.513,17.916,6.6575004686,NaN,0.309,152.205734518,8.473,164.615,0.623,1201.617,1.628,27.0440298628,0.015,17.403,5.945,NaN,0.054,0.592,1.113,2.269,3419.35577925,1080.39622075,2779.11441612,1720.63758388,1141.00674765,105.941,865.450830051,24.48,1863.48816995,118.798,1354.918,53.997,112.626,122.393,-26.145,4596.0
1976.0,0.542,1.35,10.682,NaN,0.896,NaN,0.11,27.212,0.998214903094,NaN,47.517,15.93,14.2098827382,1.763,1.793,1.519,0.145,21.5524082878,35.454,0.048,0.071,0.128,0.001,1.16510556716,0.162,42.311,0.007,1.643,19.939,0.057,0.024,0.02,108.895,0.02,0.019,0.035,0.05,6.573,326.205,10.387,0.011,0.337,0.004,0.569,1.081,4.72446175904,7.424,0.672,49.1779808497,30.049,0.931,16.356,0.054,0.008,1.727,2.212,9.407,0.603,0.017,NaN,5.66949930481,0.321,0.09,0.004,NaN,0.132,13.984,137.879,0.075,0.072,1.557,0.027,3.7778594794,298.124,0.664,0.021,11.702,0.06,0.013,0.135,0.903,0.242,0.026,0.478,0.184,0.485,3.411,21.82,0.465,71.935,16.856,13.308,6.08,42.79,5.348,100.167,1.986,247.86,0.805,64.3726658639,1.257,0.009,5.038,2.67575795743,0.061,3.33521214681,1.67,NaN,0.403,4.886,5.45630589564,3.229,0.069,3.03567842366,0.271,0.159,6.516,0.003,0.093,0.208,NaN,0.232,0.141,0.169,50.215,1.201,0.542253014191,0.003,3.149,0.698,1.336,NaN,0.028,0.077,NaN,46.273,0.652,5.246,0.607,0.091,15.066,0.001,7.968,NaN,2.271,6.228,NaN,0.985,0.429,0.288,6.12,9.58,1.249,108.818,6.115,2.832,0.298,25.445,5.1663267247,0.172,47.659,527.117994081,0.073,NaN,0.023,0.013,0.008,27.693,0.484,12.2315595293,0.022,0.123,8.191,15.9110191503,3.51494170661,0.017,0.131,52.663,54.116,0.741,NaN,0.013,0.009,1.024,0.545,0.091,24.082,11.04,3.752,15.322,1.7787195875,7.848,NaN,0.088,0.008,4.343,1.595,20.104,6.91433200749,NaN,0.27,158.077492726,10.813,163.325,0.761,1258.004,1.608,28.0873282959,0.012,15.638,3.797,NaN,0.032,0.7,1.098,2.964,3591.03190762,1156.45309238,2932.40744101,1815.07755899,1219.72142081,114.952,909.699760833,28.709,1969.54423917,138.917,1417.187,53.745,114.7,120.028,-3.513,4864.0
1977.0,0.652,1.56,11.424,NaN,0.964,NaN,0.127,27.486,1.03224770833,NaN,51.21,15.331,14.6943497303,2.65,2.037,1.585,0.161,22.2872088916,34.516,0.054,0.081,0.124,0.002,1.13303674573,0.213,44.44,0.007,1.744,20.717,0.068,0.027,0.02,108.583,0.022,0.02,0.035,0.054,6.302,357.325,10.732,0.011,0.131,0.008,0.713,1.106,4.59442382532,8.018,0.728,50.6581029054,31.052,0.951,16.766,0.054,0.007,1.531,2.041,10.326,0.624,0.017,NaN,5.86279331896,0.286,0.111,0.004,NaN,0.209,13.695,131.131,0.093,0.075,1.722,0.031,3.90666055766,287.729,0.819,0.021,12.817,0.197,0.013,0.143,1.04,0.246,0.028,0.518,0.193,0.546,3.881,22.69,0.52,86.087,22.48,11.92,6.427,44.788,5.425,97.13,2.031,255.035,0.863,66.5673660159,1.379,0.006,4.696,2.7669843548,0.063,3.44892175487,1.519,NaN,0.402,5.483,5.64233136496,2.98,0.084,2.95212322314,0.231,0.174,6.166,0.004,0.113,0.219,NaN,0.233,0.152,0.175,52.59,1.356,0.527327830093,0.007,3.464,0.74,1.411,NaN,0.031,0.092,NaN,44.799,0.584,5.536,0.774,0.1,13.79,NaN,8.509,NaN,2.32,6.651,NaN,0.944,0.431,0.323,6.365,10.023,1.222,114.269,6.198,2.707,0.427,28.828,5.3424657411,0.177,48.65,545.089378771,0.073,NaN,0.019,0.022,0.008,32.227,0.612,11.8948932997,0.023,0.14,7.72,16.3898970946,3.41819507599,0.022,0.218,54.527,53.358,0.774,NaN,0.01,0.009,1.038,0.518,0.093,23.399,11.204,3.999,16.697,1.83936265854,8.77,NaN,0.126,0.008,4.411,1.843,22.245,7.15006693169,NaN,0.22,163.466933923,10.577,164.916,0.549,1293.235,1.541,29.044928278,0.014,17.38,4.166,NaN,0.045,0.813,1.021,2.536,3649.92097803,1237.12102197,2973.70198839,1913.34001161,1208.47966534,118.495,980.100966235,27.832,1983.09803376,146.136,1454.615,57.75,118.965,122.902,16.056,5026.0
