Oil: Refinery capacities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Thousand barrels daily *,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,462.0,455.0,496.0,543.0,554.0,603.0,624.0,640.0,686.0,689.0,702.0,691.0,715.0,715.0,730.0,723.0,725.0,725.0,725.0,723.0,670.0,659.0,647.0,660.0,662.0,662.0,677.0,694.0,703.0,708.0,730.0,751.0,793.0,810.0,828.0,828.0,815.0,829.0,756.0,763.0,711.0,693.8,732.9,733.9,733.9,739.6,742.4,663.4,662.4,-0.00150738621596,0.00697785429657
China,221.0,291.0,291.0,423.0,494.0,554.0,703.0,801.0,934.0,1125.0,1215.0,1442.0,1607.0,1578.0,1600.0,1805.0,1810.0,2000.0,2048.0,2053.0,2149.0,2169.0,2229.0,2343.0,2470.0,2892.0,2892.0,3044.0,3334.0,3567.0,4014.0,4226.0,4559.0,4592.0,5401.0,5407.0,5643.0,5932.80158904,6294.80317808,6602.80375342,7164.80389041,7864.78876712,8398.79432877,8721.79630137,9478.79452055,10302.1643836,10834.3424658,11932.8383562,12597.5589041,0.0557051487267,0.132705211639
India,231.0,329.0,320.15,366.7,423.7,411.635,415.15,489.0,499.0,555.0,564.0,568.0,564.0,626.0,557.0,557.0,557.0,753.0,779.0,705.0,867.0,991.0,1059.0,1051.0,1080.0,1122.0,1122.0,1041.0,1069.0,1072.0,1133.0,1210.0,1236.0,1356.0,2190.0,2219.0,2261.0,2303.03870644,2292.87129356,2558.40644773,2558.40644773,2871.70484584,2983.31,2992.05870644,3574.44236849,3703.3083874,3794.57871581,4278.82837803,4319.02515416,0.00939434207976,0.0454974770546
Indonesia,237.0,241.0,251.0,251.0,256.0,284.0,361.0,361.0,361.0,361.0,361.0,473.0,473.0,503.0,503.0,449.0,447.0,447.0,447.0,747.0,867.0,867.0,867.0,867.0,866.0,866.0,866.0,866.0,866.0,931.0,991.0,991.0,1016.0,1096.0,1119.0,1127.0,1127.0,1092.0,1057.0,1057.0,1057.0,1127.0,1150.0,1052.0,1085.0,1139.0,1116.0,1041.0,1072.0,0.0297790579498,0.0112926634029
Japan,1917.0,2102.0,2214.0,2613.0,3029.0,3504.0,3904.0,4635.0,5140.0,5377.0,5567.0,5643.0,5643.0,5643.0,5643.0,5643.0,5643.0,5643.0,4724.0,4724.0,4724.0,4619.0,4461.0,4324.0,4324.0,4324.0,4505.0,4636.0,4802.0,4862.0,5006.0,5006.0,5056.0,5144.0,5087.0,5010.0,4704.9795,4727.7795,4645.1295,4531.1295,4531.1295,4588.4278,4650.1778,4650.1778,4629.7528,4290.6028,4274.2628,4253.57085,4122.715,-0.0307637639344,0.04342950508
Singapore,50.0,79.0,162.0,170.0,180.0,288.0,303.0,490.0,700.0,956.0,923.0,918.0,918.0,918.0,921.0,1069.0,1083.0,1103.0,1108.0,1079.0,968.0,961.0,858.0,932.0,1017.0,1060.0,1085.0,1115.0,1160.0,1158.0,1273.0,1245.0,1246.0,1246.0,1246.0,1255.0,1255.0,1255.0,1255.0,1255.0,1255.0,1255.0,1255.0,1385.0,1385.0,1385.0,1395.0,1395.0,1395.0,-,0.014695209451
South Korea,33.0,38.0,57.0,114.0,171.0,209.0,257.0,380.0,380.0,418.0,418.0,418.0,380.0,551.0,551.0,608.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,798.0,798.0,798.0,984.0,1370.0,1591.0,1615.0,1727.0,1917.0,2598.0,2598.0,2598.0,2598.0,2598.0,2598.0,2598.0,2598.0,2598.25,2633.4,2671.4,2712.25,2712.25,2712.25,2859.5,2887.05,2887.05,-,0.0304127633572
Taiwan,46.0,50.0,50.0,103.0,103.0,103.0,122.0,193.0,193.0,288.0,274.0,369.0,464.0,447.0,447.0,542.0,542.0,542.0,542.0,542.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,732.0,732.0,732.0,732.0,732.0,732.0,874.0,1159.0,1159.0,1159.0,1159.0,1140.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,-,0.0126094380394
Thailand,45.0,45.0,45.0,45.0,63.0,122.0,122.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,158.0,163.0,163.0,163.0,163.0,163.0,181.0,181.0,181.0,181.0,222.28,222.28,222.28,409.7,449.9,476.7,476.7,817.5,866.5,883.5,898.5,898.5,1063.5,1067.5,1067.5,1067.5,1077.5,1124.5,1124.5,1194.5,1254.5,1259.5,1259.5,1259.5,1266.5,0.00555776106194,0.0133415646851
Other Asia Pacific,357.7,379.7,442.7,454.7,504.7,509.7,516.7,645.0,645.0,706.0,667.0,664.0,710.0,747.0,765.0,805.0,847.0,872.0,910.0,927.0,887.0,891.0,919.0,921.0,928.0,954.0,960.0,961.0,965.0,1043.0,1168.0,1190.0,1211.0,1258.0,1344.0,1403.0,1511.52712329,1486.52712329,1415.53123288,1407.64630137,1431.14637422,1440.07683038,1451.58802088,1471.06608471,1633.6892291,1678.39886455,1696.58872159,1703.55668493,1765.23301239,0.0362044461071,0.0185953192413
Total Asia Pacific,3599.7,4009.7,4328.85,5083.4,5778.4,6588.335,7327.85,8787.0,9691.0,10628.0,10844.0,11339.0,11627.0,11881.0,11875.0,12364.0,12568.0,12999.0,12197.0,12414.0,12634.0,12659.0,12542.0,12647.0,12937.28,13470.28,13883.28,14706.7,15509.9,16002.7,17250.7,18085.5,19313.5,19715.5,21443.5,21477.5,21853.0066233,22450.6469188,22540.8352045,22999.4860025,23543.2362124,24738.6982433,25614.6701496,26109.7488925,27684.3289181,28406.8244355,29169.1727032,30611.7442691,31284.4820707,0.021976461634,0.329557001591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total World,34513.6480291,37469.0951279,40657.1939623,43731.2773982,47016.1599489,51344.4100827,55415.2699737,59663.4325257,64300.5047842,68214.046491,70651.7261706,73862.8508589,76083.0947412,76852.3793061,77754.3930844,79108.7517405,78057.2238758,76216.5329326,73806.2072319,72922.7558838,72757.9552434,72450.2681128,73081.5969639,73107.8457596,73665.5061048,74423.7855734,74047.1377183,73963.709313,74434.9954342,75681.3872358,75953.5727338,76803.4368305,78629.8992825,79725.7432161,82212.0203388,82208.5006887,83183.7099558,83917.3293146,84182.3398819,85032.5474211,85874.9773028,87239.8898194,88446.6684887,89262.0513452,90836.0186699,91816.0590426,92191.8324258,93529.0070252,94928.8933616,0.0149674033746,1.0
of which: OECD,22851.9948784,24907.5184841,27410.8766336,29508.3393845,31967.4712503,34590.5637813,37181.2847949,39664.9773203,42659.0657431,44647.3197787,46287.3556227,48391.0145575,48829.9707686,49029.5293061,49546.5430844,49832.9017405,48775.3738758,46465.6829326,43471.3572319,42181.9058838,41258.9552434,40673.2681128,41083.5969639,40576.8457596,40477.2261048,40541.5055734,41015.8577183,40980.009313,41011.0954342,41624.6872358,41723.8727338,42123.9368305,43310.5865132,44236.2055516,44602.9364482,44760.6389161,44697.32106,44906.9173991,44986.2451166,45132.8018578,45210.1341662,45459.248985,45678.5830773,45779.7472704,45633.5586478,45114.6535032,45013.367544,45179.3891398,44704.0643614,-0.0105208326131,0.470921576023
