Oil: Consumption *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Million tonnes,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,3.702,4.226,5.316,6.3,7.736,8.986,9.889,10.282,10.849,11.284,11.965,12.431,12.927,13.315,13.726,13.972,12.457,12.064,11.634,11.167,10.362,10.921,10.491,11.13,10.845,6.788,4.357,3.926,4.538,4.458,4.865,4.293,4.247,4.434,4.116,4.11,4.223,4.218,4.424,4.298,4.796,4.972,4.839,4.781,4.3,3.896,3.791,3.911,4.06233368818,0.0415401086211,0.00097067118622
Czech Republic,3.997,4.418,4.916,5.42,5.819,6.984,7.685,8.419,9.47,9.719,10.725,11.336,11.852,12.261,12.461,11.6,11.431,10.427,10.207,10.818,10.623,10.178,10.27,9.856,9.38,8.447,7.095,6.78,6.873,7.057,8.005,8.369,7.969,8.261,8.198,7.937,8.374,8.143,8.7,9.545,9.935,9.821,9.739,9.906,9.67,9.191,9.035,8.927,8.552509271,-0.0393255501985,0.00204357272014
Denmark,10.405,11.863,12.553,13.637,16.421,18.277,18.029,19.088,17.601,15.955,15.745,16.741,16.729,16.657,15.909,13.589,12.825,11.04,10.442,10.321,10.638,10.503,9.642,9.579,9.226,9.03,9.157,9.071,9.521,10.147,10.581,11.525,11.109,10.714,10.646,10.343,9.924,9.583,9.228,9.058,9.163,9.357,9.416,9.278,8.26,8.355,8.251,7.81817534,7.83578339791,0.00499809160829,0.00187231530435
Finland,5.721,6.923,7.249,8.224,9.563,10.763,11.138,11.865,13.272,11.561,11.943,12.826,12.507,12.545,13.302,12.794,12.251,11.314,10.504,10.648,10.754,11.25,11.184,11.033,11.011,10.954,10.571,10.344,9.904,10.374,9.927,10.317,10.168,10.507,10.665,10.686,10.521,10.881,11.364,10.573,10.98577,10.554679156,10.6305143983,10.5264577034,9.9016577034,10.3844256983,9.67882381789,9.04052520678,8.86509426077,-0.0167183894664,0.00211826316081
France,53.887,57.663,66.219,71.782,82.953,94.272,102.768,114.123,127.269,121.007,110.378,119.452,114.582,118.961,118.343,109.891,99.004,91.504,89.4,85.888,84.3,86.04,86.6,86.0,88.4,89.4,94.645,94.444,91.087,88.227,89.041,90.996,91.664,94.978,96.448,94.938,95.454,92.876,93.086,94.0492,93.0645,92.9943,91.4336,90.8375,87.537,84.4626,83.697533,81.011022144,80.3340617597,-0.00563956657425,0.0191953610629
Germany,86.274,96.472,100.073,112.366,126.325,138.749,144.039,152.236,162.23,146.979,142.617,154.035,152.471,158.118,163.161,147.317,133.448,125.939,123.096,122.471,126.338,133.263,129.486,129.37,121.609,127.277,133.142,134.338,136.317,135.136,135.145,137.356,136.452,136.591,132.396,129.78,131.589,127.431,125.128,123.983,122.398,123.552,112.491,118.884,113.876,115.385,111.976,111.439,112.082,0.00852550659329,0.0267813466489
Greece,4.435,4.839,5.689,5.815,6.19,6.707,7.405,8.586,10.0,9.39,9.943,10.574,10.764,11.702,12.383,12.4,11.92,11.901,11.414,11.689,11.978,12.159,13.205,13.661,14.961,15.699,15.783,16.059,16.663,16.878,17.601,18.251,18.518,18.288,18.643,19.907,20.168,20.276,19.658,21.331,21.074,22.093,21.671,21.309,20.117,17.89231023,16.9803808,15.147,14.04056559,-0.0705068409443,0.0033549121581
Hungary,3.776,4.144,4.379,4.579,5.115,5.932,6.679,7.259,8.155,8.932,10.049,10.506,11.178,12.366,11.629,11.279,10.775,10.197,9.669,10.137,10.325,9.53,10.001,9.241,8.93,9.276,8.014,8.09,7.691,8.129,7.651,7.073,7.106,7.431,7.141,6.849,6.692,6.398,6.139,6.345,7.358,7.755,7.736,7.492,7.064,6.696,6.43318229167,5.91503229167,5.99590508567,0.0164496023208,0.00143268692773
Republic of Ireland,2.424,2.704,3.023,3.364,3.651,4.101,4.525,4.984,5.401,5.352,5.232,5.305,5.658,6.041,6.35,5.716,5.063,4.414,4.008,3.942,3.93,4.869,4.26,3.845,3.956,4.409,4.85,5.074,5.139,5.612,5.713,6.001,6.578,7.361,8.343,8.216,8.967,8.785,8.534,8.854,9.31,9.277,9.416,9.031,8.0488,7.645,6.701,6.464,6.74845389,0.0468661524355,0.0016125041293
Italy,52.29,57.651,63.717,70.259,77.334,87.333,93.821,98.188,103.557,100.755,94.531,98.819,96.064,99.775,103.195,97.897,95.658,90.693,89.198,84.861,84.394,86.45,90.14,91.69,93.806,93.622,92.444,94.453,92.649,92.468,95.525,94.181,94.551,94.69,94.391,93.527,92.799,92.897,92.075,89.659,86.674,86.703,83.974,80.3847,75.1077,73.0687,70.4920354895,64.2279925034,61.757994298,-0.0358223579824,0.0147567167878
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.6995858622,18.8693994545,18.2495544529,18.3353952826,18.7196323607,21.5539511649,21.7479636633,20.33,15.73,12.321398374,11.9754796748,10.1841355014,10.2250081301,8.50532520325,7.01343902439,7.066,7.671,8.295,8.901,9.495,9.819,10.262273,11.292663,10.984196,8.898877,9.284885,12.285044,13.0799887065,13.8185893207,0.0593624189496,0.00330187217332
