Oil: Consumption *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Thousand barrels daily,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,982.178246575,1083.61991781,1202.83276712,1323.17325137,1467.58323288,1664.45241096,1796.14227397,1893.35786885,1989.64487671,1933.55991781,1821.10775342,1896.92874317,1850.08586301,1975.91832877,2035.84065753,1929.61863388,1900.51487671,1809.68810959,1816.12128767,1732.62893443,1726.2189589,1766.21945205,1845.40717808,1876.53571038,1909.25857534,1924.42969863,1900.63613699,1931.9426776,1906.19339726,1903.52008219,1974.60112329,1945.18937158,1957.77167123,1959.38408219,1966.93383562,1929.99393443,1920.01983562,1914.76147945,1900.4580274,1849.89538251,1797.65976986,1790.74057534,1740.34031233,1661.34960656,1562.7964274,1531.87195068,1475.03726674,1345.84265136,1307.81800491,-0.0358223579824,0.0147567167878
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,421.057287671,384.110931507,371.788219178,372.833770492,382.036575342,440.621068363,444.929768185,416.356557377,321.315068493,248.087945205,243.447123288,205.850409836,207.925890411,172.917945205,144.430410959,146.899754098,156.864684932,169.435123288,182.617479452,196.479726776,203.517961644,210.270236274,233.378888877,228.604916612,187.851407562,196.062939178,255.93682389,273.735987393,286.587763427,0.0593624189496,0.00330187217332
Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,167.167972603,139.913479452,153.580657534,147.320464481,151.613506849,144.981123288,159.563753425,83.9751092896,72.9678630137,67.2955890411,62.3083013699,64.2347814208,64.5805205479,73.4894794521,61.2058356164,47.9865027322,54.756630137,51.4629315068,49.7480273973,53.3599863388,57.1410876712,57.9591534247,58.3784657534,62.7891530055,53.6382657534,55.0764054795,53.3526191781,54.5989918033,55.2315068493,0.0140929054469,0.00064882915467
Netherlands,478.934465753,523.173232877,534.973945205,574.208169399,626.836657534,701.976575342,698.279753425,780.143797814,811.96460274,701.601041096,691.551945205,775.125655738,747.952191781,775.189410959,838.801616438,779.820983607,726.220986301,640.549232877,610.303164384,611.850491803,622.097054795,685.553273953,691.797753405,726.778677636,719.994863024,758.221643886,735.081534247,780.432448087,771.461958904,776.502794521,809.982219188,796.824448087,838.814,843.999109589,868.040643836,882.336497268,927.760931507,934.252356164,945.583232897,983.057262345,1039.01699079,1046.55550584,1065.0801095,991.488814864,971.214465757,977.004794521,971.268027397,925.655956284,898.34478663,-0.0492746010423,0.00990135315806
Norway,99.7515068493,112.340794521,116.951835616,129.946256831,143.389041096,161.492657534,160.640657534,168.052431694,172.561671233,156.95860274,163.050794521,179.181639344,177.301013699,200.613479452,199.980712329,199.022213115,186.555835616,180.319863014,176.334,185.621721311,195.387479452,206.080575342,209.472684932,196.525655738,197.99109589,202.265561644,187.601287671,192.205382514,205.151178082,208.207178082,204.07939726,216.975355191,220.454054795,221.644369863,218.898054795,201.550519126,223.27309589,215.525945205,231.624739726,220.941677404,223.668928781,229.171651931,237.475206814,227.592845788,235.923972484,234.982986301,239.876003337,235.459539655,240.533473993,0.00964815821499,0.00253472384065
Poland,108.745287671,113.891671233,124.184328767,154.397759563,170.270575342,181.13769863,191.039917808,213.606693989,238.109753425,250.001945205,271.614246575,298.057021858,320.044356164,342.821917808,349.126575342,346.719071038,325.069424658,307.302356164,318.658794521,325.976147541,332.043917808,344.266986301,349.211589041,356.794863388,356.416876712,325.353534247,308.39109589,284.686311475,291.995589041,309.260109589,316.530164384,369.919010951,388.432935761,439.655093474,463.122078004,426.354067259,419.362917501,429.600026925,440.939457185,469.496572825,487.102690775,512.054684932,530.572767123,549.227868852,548.734109589,576.43109589,574.069479452,553.38226776,524.101287671,-0.0623636133969,0.00574015732855
Portugal,53.9757808219,57.3839726027,63.2188493151,67.8543169399,76.782,90.2754246575,106.733479452,114.487322404,121.927205479,127.248547945,132.44109589,137.55636612,138.359616438,149.346739726,162.145452055,168.303469945,175.911589041,189.480575342,188.825917808,189.513333333,177.87060274,194.064821918,185.498465753,180.051420765,227.141041096,225.415424658,233.969917808,259.400928962,247.00030137,249.213972603,267.034438356,254.540928962,288.959424658,315.725205479,323.869917808,317.86647541,320.828958904,331.660767123,310.743123288,315.427021858,323.769589041,293.704630137,296.398857699,277.93525998,262.872356573,258.799986468,240.226552433,226.197979615,227.83990869,-0.00800441484898,0.00257602892816
Romania,142.549589041,148.900438356,169.972739726,180.334617486,200.296109589,217.607150685,221.924438356,235.968688525,265.19630137,244.407123288,278.604356164,310.031693989,332.585616438,365.775178082,387.133013699,365.706639344,327.974,325.056986301,291.266273973,278.708251366,295.069205479,314.301424658,346.617561644,324.37557377,335.836246575,363.115534247,299.987945205,252.343551913,235.013753425,219.468986301,266.642465753,252.570928962,267.694,235.89369863,190.462712329,197.400956284,211.47230137,220.195972603,194.432821918,223.698661202,217.626547945,213.959178082,218.233123288,216.176256831,195.318438356,184.188684932,191.020410959,191.117978142,187.518435481,-0.0167580582202,0.00215671374463
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4943.67838356,5006.31063014,5050.79487671,5000.70161202,5111.44928767,5042.28180031,4917.05001051,4742.00918033,3948.01813699,3530.53863007,3104.96955909,2645.46479904,2656.62799166,2512.28814776,2588.11071497,2542.22844388,2628.26685067,2558.74072055,2678.79482777,2660.10413836,2679.15486422,2760.69741197,2777.08128214,2862.28452054,2772.01276729,2892.42543358,3088.82184901,3212.03321388,3313.13838514,0.0308257397264,0.0365758575499
Slovakia,44.8810958904,49.357890411,54.8688219178,60.6936612022,65.2232328767,78.574109589,86.9109863014,94.6487978142,106.295342466,108.626821918,119.580410959,125.715901639,132.036191781,136.723342466,139.052849315,129.135546448,127.82230137,118.457287671,116.057671233,123.966557377,123.182986301,120.245369863,117.369671233,115.048469945,115.152684932,99.6006849315,87.9225205479,80.1258196721,66.6924109589,69.6136164384,68.4842191781,71.2886065574,71.8725753425,80.2383835616,73.2408219178,73.3732240437,67.3902191781,74.6144383562,70.400630137,66.7881967213,80.0742191781,71.8001369863,76.4490684932,82.1354371585,78.5684931507,81.6680821918,80.918,74.1836065574,73.2685205479,-0.0126012153924,0.00084586261073
