Renewables: Consumption - Wind *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00090510023985,0.00135765035978,0.00135765035978,0.00135765035978,0.0018102004797,0.00271530071955,0.00271530071955,0.00271530071955,0.00271530071955,0.00271530071955,0.00271530071955,0.00271530071955,0.00271530071955,0.00271530071955,0.00271530071955,0.00271530071955,0.00272273989961,0.00271530071955,-,1.91013587e-05
Trinidad & Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-
Other S. & Cent. America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038855313327,0.00175991713304,0.00175991713304,0.00694012107544,0.0198745716887,0.0184142979775,0.0264352180933,0.051302565178,0.0523083851762,0.0715397683053,0.0775281449753,0.0836897023859,0.0762409777179,0.0932004105823,0.0862411342801,0.0797965702755,0.155973772796,0.201592342816,0.227553022646,0.3949222421,0.437927461832,0.111933477223,0.00308069353923
Total S. & Cent. America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038855313327,0.00175991713304,0.00175991713304,0.0104740849619,0.0254391279633,0.0282665403633,0.0361154914336,0.0612039092518,0.0756897733896,0.106267493126,0.113285195043,0.1294979569,0.129705475161,0.181139723611,0.243220068072,0.380885202217,0.52576127042,0.787399874834,0.930089834616,1.69138150092,2.15588585001,0.278122276068,0.0151660358533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00113137529981,0.00452550119926,0.0101823776983,0.0115400280581,0.0151604290175,0.0389193103136,0.0459338371725,0.0828166719464,0.209078155406,0.301262614835,0.396343395031,0.46094492465,0.454993890573,0.445188487125,0.466994840929,0.437697671893,0.557318866815,0.688492697662,0.23875041306,0.0048433477059
Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047517762592,0.00011313752998,0.0,0.0,0.0,-,-
Belarus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022856066663,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00090510023985,0.00135765035978,0.00135394093256,-,9.52458413e-06
Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135765035978,0.0018102004797,0.00158392541974,0.00158392541974,0.0018102004797,0.00203647553967,0.0018102004797,0.00203647553967,0.00203647553967,0.0018102004797,0.0018102004797,0.00248902565959,0.00294157577952,0.00362040095941,0.00837217721863,0.0128976784179,0.0199122052767,0.0321310585147,0.0513644386116,0.0828166719464,0.111101054442,0.144137213196,0.225369959723,0.292347377472,0.523147938634,0.622030139838,0.804940865055,0.29759979248,0.005662527401
