Oil: Production *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Million tonnes,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.66,23.29,24.06,24.96,25.4,25.8,26.6,25.8,23.0,20.312,20.633,22.961,25.779,25.945,30.131,35.317,40.091,48.152,52.412,60.606,62.6143,66.1092,68.38725,72.0499,78.214136,81.6469,82.3725,81.1755,83.8143,0.0353361330926,0.0202930681407
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.292780748663,1.61470588235,1.5614973262,1.70788770053,9.22259358289,13.6516042781,14.0046791444,17.371657754,19.4995198534,25.0496303612,24.292340709,25.2315162883,31.3976415111,35.9547667249,39.2108211012,43.0340497108,50.1152774292,56.9795421259,74.9090898177,82.1430514933,93.842244898,106.900702554,114.128342473,128.58296123,138.399687284,154.664268416,156.227930308,149.600210675,149.673701299,160.734859968,162.489781305,157.921680903,153.851202137,150.26670809,138.73039483,129.046049729,118.601904227,114.746730183,108.674359855,98.8171431361,93.7523509917,87.2466574098,83.1720991947,-0.044089820236,0.020137578249
Romania,12.821,13.075,13.456,13.535,13.546,13.677,14.093,14.428,14.637,14.836,14.98,15.09,15.04,14.114,12.713,12.001,12.134,12.232,12.083,11.943,11.248,10.655,10.034,9.839,9.623,8.136,7.008,6.827,6.929,6.974,6.951,6.852,6.75,6.553,6.379,6.287,6.238,6.072,5.89,5.705,5.437,4.996,4.745,4.719,4.498,4.287,4.222,3.982,4.131,0.0402606241405,0.00100019527599
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,542.306,561.182,569.481,568.779,552.226,515.891,461.944,398.81,354.875,317.578,310.749,302.873,307.42,304.34,304.768,326.650465255,351.678988372,383.695,425.714,463.29092,474.819445,485.62673,496.778405,493.676955,500.818435,511.77616,518.47727,526.229,531.433562013,0.0126571217552,0.128670379519
Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.78,6.56,6.47,5.72,5.75,5.7,5.4,5.2,4.382,4.192,4.07,4.355,5.368,6.369,7.063,7.16,8.019,9.01,10.004,9.599,9.5,9.2,9.8,10.3,10.4,10.7,10.7,11.0,11.41852555,0.0408917441964,0.0027646466624
United Kingdom,0.084,0.078,0.089,0.084,0.085,0.156,0.212,0.333,0.372,0.41,1.568,12.169,38.265,54.006,77.854,80.467,89.48,103.219,114.96,126.065,127.611,127.068,123.351,114.459,91.71,91.604,91.26,94.251,100.189,126.542,129.894,129.741,127.883,132.633,137.421,126.244511029,116.677827471,115.944059957,106.073011217,95.3735844805,84.7211287019,76.5778366975,76.5751002524,71.6650818383,68.1984962242,62.9620158754,51.9723519437,44.5604123748,40.624,-0.0858410745859,0.00983585882932
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.31,2.53,2.67,2.44,2.7,2.8,2.8,3.3,4.001,5.517,7.587,7.623,7.891,8.176,8.1,7.5,7.176,7.198,7.134,6.578,5.449,5.412,4.928,4.781,4.455,3.649308,3.585,3.165,2.931475668,-0.0712457820773,0.00070976716233
Other Europe & Eurasia,266.711,289.723,313.748,335.473,355.122,379.693,402.672,425.864,454.574,484.378,515.982,544.187,569.545,595.671,610.717,627.04,631.822,636.613,642.283,638.823,36.527,36.809,35.717,34.737,33.485,33.157,33.081,31.283,28.979,29.331,27.615,26.258,25.0721,24.1963,22.6775,22.325,22.2228,23.5888,23.9762,23.428,22.01594,21.694037,21.631491,20.602877,19.874559,19.167729,19.246604,19.194011,19.606225381,0.0242747627199,0.0047470475547
Total Europe & Eurasia,281.894,304.726,329.016,350.719,370.344,395.028,418.622780749,443.547436189,472.395692253,502.533350985,543.133788509,586.586064892,638.587995566,683.041510892,722.890372991,746.557821282,759.946315342,780.715392123,805.060102125,817.355428941,807.190719633,830.342191233,844.275320153,841.181596866,819.025033743,788.295580198,744.960838089,695.740231659,659.561558361,662.502115035,669.360472731,680.043620352,688.574308012,686.481641516,699.649962313,728.611886986,750.65900863,790.525980112,823.935657679,854.83262245,849.984237637,853.364675056,865.07315048,856.326444021,863.024087079,861.107222012,846.201946935,835.304501785,834.819483806,0.00215748720802,0.202125996351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
