Natural Gas: Production *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Billion cubic feet per day,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256931638671,1.37399300161,1.9998741733,2.42067323591,2.41408237573,2.31818989803,2.28464903139,2.50515397066,2.53351796174,2.52427272286,2.72369037546,2.73350925622,2.78045184208,2.46514619513,2.42139256461,2.49271772037,2.39989200907,2.59705210335,2.69111703382,3.60930002039,4.15551987147,4.27549297137,4.69045369324,4.80007098594,5.21452973446,6.33739624739,7.0749728051,7.63982268885,8.30548595594,8.57887930145,8.73770801181,9.65945829723,10.099930674,10.3767328036,9.79776903696,11.0697933416,10.5214315854,-0.0495367646217,0.0321811536899
Poland,0.473227227376,0.488062610696,0.514925087563,0.523538527333,0.506875596792,0.521495974557,0.566385433604,0.597715443937,0.641146566122,0.574924855067,0.487050733458,0.43398871352,0.400340344104,0.391095105223,0.428407380784,0.444416482956,0.40335042188,0.4051779691,0.400961862896,0.372282119128,0.255534102561,0.285742383091,0.271989370633,0.351641585812,0.329818521942,0.33734371638,0.347678962933,0.344438899707,0.349169021926,0.333473616383,0.354433133351,0.375292196903,0.383569910785,0.388192530226,0.420857761588,0.41757850232,0.417148676081,0.418905982299,0.395586251169,0.395599335009,0.397003844883,0.413868234007,0.410343244091,0.404557635604,-0.0140994368121,0.0012373916365
Romania,2.25755833142,2.41257733684,2.46109104937,2.61274750889,2.69659967549,2.9292356864,3.18646751042,3.38375743046,3.40687052766,3.25529161112,3.35210549924,3.53791641366,3.57715492752,3.54974171921,3.51474163454,3.36870704158,3.40912808599,3.24002621669,3.16427523619,2.84430849203,2.74153583656,2.36656614799,2.10172629952,1.99224147609,1.80733669846,1.74573760685,1.66431335818,1.44795491266,1.3576525794,1.35711506551,1.32671204635,1.31271641833,1.27971306558,1.26057757115,1.23429784158,1.19973099898,1.15541835402,1.11487905655,1.1020972847,1.08865912908,1.05024838661,1.0546990016,1.0550979074,1.0614716766,0.00604092655703,0.00324664784301
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40.4539277116,44.0420883055,47.6582677231,51.5010953088,53.9187236154,57.0918418945,56.3037643223,56.237253829,54.1409292076,53.1777232861,51.531516802,52.4473519405,49.8502846481,51.5402732195,51.8379914134,50.9977581306,50.9185675792,52.1357096073,54.3335703919,55.3203420818,56.128635973,57.5861416606,57.2844830788,58.0623448306,51.0549925634,56.9772729283,58.7331885669,57.1509345538,58.5111871148,0.0238010548055,0.178964002174
Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.28401854103,7.41623236477,7.71393236524,7.71031996569,7.87153824785,7.68766471814,7.3812088353,5.24790747382,5.71759118559,3.12584933779,2.82815000451,3.07362567213,1.51474161824,1.16452801626,1.99636353955,4.10402664401,4.49176581899,4.68439372855,5.17350065531,5.09073220838,5.51620589115,5.84017353873,6.33050295127,6.37433020946,3.5198647115,4.09775294771,5.76145815625,6.01001942479,6.03251171667,0.00374246574938,0.0184512140876
Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.75452235893,3.47608529966,3.11709412262,2.8291547779,2.69681176901,2.4604029451,2.13643529753,1.83371143012,1.68112941445,1.59357059078,1.59358660966,1.60670578589,1.63499066006,1.5733539002,1.58586897881,1.5615665891,1.60234716505,1.64610588498,1.69864117918,1.77258771578,1.79495588522,1.81246764995,1.81246764995,1.83371143012,1.86500294415,1.79145353227,1.80493759111,1.79345709825,1.86500294415,0.0398926995695,0.0057043517216
United Kingdom,1.01213865192,1.68198845968,2.42035160875,2.63510808665,3.17799711397,3.30925800552,3.4949079595,3.66165211078,3.5064180998,3.54071148588,3.35682269763,3.3584942777,3.41353569988,3.51974844423,3.43144019938,3.83903169396,4.03619178824,4.22561168252,4.05818433053,3.98502046606,4.40030369626,4.89933159028,4.96860361922,5.85761135058,6.25365158358,6.85072201085,8.1223723681,8.30974970961,8.72331278818,9.58674506231,10.4568498678,10.2389143828,10.0240735216,9.95932171757,9.29744769259,8.53066327394,7.73646766927,6.97352467011,6.71845185614,5.77428498028,5.5278919679,4.37694570789,3.75146733146,3.52924790581,-0.0592353354082,0.0107946592952
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.02865971071,3.37977059363,3.48484118203,3.48405171723,3.5986676528,3.5724000057,3.66712989703,3.73754049254,3.94317660041,4.13111285953,4.25168135972,4.276651653,4.4868643601,4.79734794883,4.86660697835,4.92613477763,5.02710230214,5.02351239037,5.03349409626,5.22738736972,5.22603594951,5.27104118488,5.71759118559,5.99885596424,5.80515000926,5.77012647979,5.51620589115,5.49240233116,5.34108824381,-0.0275497101247,0.0163364063389
Other Europe & Eurasia,18.7185540497,20.0496306684,20.8496204312,22.3135626047,24.4656206549,26.9838570643,29.6928416853,32.1042306672,34.5091294647,37.4363821712,39.8030200646,42.4506782603,45.6049506921,48.5988043983,53.0208930216,1.86031089395,1.71686504734,1.72464101996,1.66870622662,1.71801141835,1.5789773477,1.59770555097,1.56141201843,1.59349675391,1.52684350672,1.53720031411,1.40076813729,1.27958052088,1.18610162897,1.10563923401,1.0757404667,1.05975678792,1.08159028681,1.0266211629,1.06220030235,1.0316351175,1.01296738044,1.03278174669,0.986002491738,0.983021361543,0.97858344767,0.917352374774,0.838827503018,0.722797791393,-0.138323679566,0.00221077014309
Total Europe & Eurasia,27.2748177965,30.7195446108,33.8309222628,37.0151672689,40.9366917839,44.1708514145,48.0335274728,51.0093355967,53.8946343586,57.5962196666,59.6763966355,62.1453029699,64.1113612501,67.506920638,72.2956895933,77.9344714112,81.3449653196,85.4555034257,87.8347828129,90.4965884764,92.9999242048,92.4963726844,89.9624821643,89.2686259343,85.7256174446,84.8431632392,88.9330739418,84.7960671095,86.2002609309,88.3359117674,90.3342597419,91.4081186579,93.4547806861,96.8044242531,98.9294760664,99.5423353984,100.712618307,100.826473683,103.668882343,92.3748809257,99.3579344669,100.064929639,99.2004816181,99.9358234298,0.00741268388724,0.305666587926
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,0.0600940527267,0.0876147638145,0.109031608172,0.155019005424,0.191139938727,0.201137697051,0.210236955385,0.228658408139,0.251233991453,0.278539696986,0.225460641088,0.209630416489,0.331001052497,0.346911463594,0.356470105382,0.436353774629,0.499565407909,0.485375041254,0.514174624184,0.536331357878,0.561702013412,0.535471335656,0.623956695736,0.670172316097,0.686082727195,0.69747802163,0.716263691445,0.771117424345,0.810785949311,0.838951677065,0.845772228979,0.883135318694,0.915063643667,0.931511568653,0.941509914425,1.03619739722,1.09617599996,1.14052115064,1.22058303274,1.2357335616,1.26579320543,1.28569602735,1.32563081962,1.52648953419,0.151519343257,0.00466896485589
Iran,0.358066593265,0.866050088445,1.16464458773,1.29052436538,1.33906783793,1.39498283497,1.41731475108,1.44318478925,0.904056176091,0.870779148022,0.463327414579,0.504817622033,0.691363194539,0.790134591355,0.917262778579,0.992257384024,0.953232335605,1.16694751793,1.26343468536,1.59975420989,2.5320612991,2.99115191121,3.15713082482,1.69157233231,2.68709266734,3.26448739873,3.828815705,4.03399389395,4.55559145863,5.42715732839,5.75523054274,6.41314270455,7.6262013604,7.99912419608,9.3004695081,9.90011247684,10.7843722746,12.0909083582,12.7752335296,13.9516814624,14.7419558817,15.4670868429,15.9815926079,16.1144153406,0.00831098202616,0.0492880148952
Iraq,0.0758969610466,0.0895498138128,0.0902700236786,0.0880447749252,0.0808420888202,0.125670747115,0.173893085994,0.113952944348,0.118145552677,0.169424377634,0.12361203955,0.059986549949,0.0657916999441,0.0454736749614,0.0569280078068,0.0822396249301,0.149966374873,0.362821874692,0.540333633421,0.62405362447,0.385074949673,0.168349349857,0.219028097833,0.24671887479,0.306705424739,0.306705424739,0.312621602193,0.295095124749,0.285419874758,0.307672949739,0.303937668799,0.267036899773,0.228335899806,0.150933899872,0.0964881488251,0.140291124881,0.140291124881,0.14125864988,0.181976648684,0.111265374905,0.126068507393,0.0851421999277,0.0627172967363,0.059986549949,-0.0435405671596,0.000183476589433
Kuwait,0.197052591499,0.203610260938,0.239933863412,0.26950946366,0.283592327537,0.310790530292,0.372873090682,0.407650532987,0.45677930239,0.604810627264,0.392813974773,0.453231710726,0.355619188587,0.390450088557,0.422189255637,0.406360499655,0.554391824529,0.462476949607,0.659978937964,0.789500399329,0.405392974656,0.0483762499589,0.252798949922,0.524398549555,0.577612424509,0.897648193682,0.897554202182,0.896895674238,0.918288726998,0.83594159929,0.926286228721,1.01590124914,0.915278649222,1.06621254909,1.14820897102,1.180380499,1.20940624897,1.17070524901,1.23022389752,1.11158947156,1.13490682404,1.30906132389,1.49749606977,1.50837147372,0.00726239243522,0.00461354843428
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310683027514,0.0522463499556,0.0661479864723,0.078154519378,0.0855722110384,0.106212744354,0.133153645379,0.169961891522,0.198772635942,0.222638252589,0.223423669057,0.232528508136,0.251233991453,0.254781583117,0.277671450508,0.267251905329,0.279829730318,0.391955127445,0.422618091854,0.482042455146,0.500532932908,0.527516130107,0.836552250314,1.35163242385,1.45128749877,1.59641624864,1.78503075327,1.91473197337,2.29303424805,2.32593009802,2.32111890814,2.39607566046,2.62257326277,2.56587629782,2.89657422773,2.99288067215,0.0332483947277,0.00915411102607
Qatar,0.0972900138062,0.0972900138062,0.10645859087,0.15286894987,0.125563244338,0.193827508169,0.105600918436,0.15007387765,0.143086197101,0.422055905197,0.457461034485,0.418293307978,0.489137638473,0.506553088459,0.572174722533,0.528268649551,0.561164499523,0.542781524539,0.565420552115,0.59986549949,0.609540749482,0.738221574373,1.21768043817,1.30615874889,1.30615874889,1.30615874889,1.3218876389,1.68349349857,1.89441394839,2.13339262319,2.28676912716,2.61231749778,2.85419874758,3.03802849742,3.77944078948,4.43126449624,4.90535174583,6.11475799481,7.42707876767,8.63903071766,11.2910167404,14.0553711166,14.5504128428,15.336153323,0.054001249373,0.0469076002722
Saudi Arabia,0.156416541534,0.130508372111,0.147519658648,0.174154499852,0.220380694257,0.262199274777,0.282281439841,0.398297791328,0.5492316912,0.674364924427,0.938293642797,1.09695834351,1.16264254068,1.13533683515,1.75608430862,1.81894699845,2.43816299793,2.5929669978,2.80780513081,2.88322449755,3.24314379724,3.40278542211,3.69067169256,3.87397009671,4.13810442148,4.15358482147,4.28503868932,4.38675834627,4.52995204615,4.4699654962,4.80607469298,5.19464172059,5.48586674534,5.81095514506,6.33734161483,6.89264809414,7.11130874396,7.20032104388,7.76150669149,7.59023361855,8.4813241428,8.92638564242,9.5841678228,9.96647501653,0.0398894511163,0.0304837475443
Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.00289464446475,0.00322508333059,0.00311758055291,0.00322508333059,0.00428836217001,0.00440761388514,0.00451511666283,0.00688017777193,0.0116857869133,0.0138678583216,0.0350459055258,0.0345083916373,0.0813716721759,0.133625952664,0.147171302653,0.171681935965,0.177109357621,0.175767041517,0.190602424838,0.240268708129,0.255371967224,0.397115260774,0.513863277341,0.52601109122,0.529827146104,0.486880080142,0.592232802275,0.59664041616,0.616666480047,0.531278727326,0.544394066204,0.539986452319,0.512459279316,0.539123312517,0.778636921136,0.685444375701,0.509271897412,0.431831030333,-0.152061924338,0.00132081082716
United Arab Emirates,0.0806270832648,0.142333677657,0.144088968912,0.167919338746,0.168134344302,0.160609149864,0.187187008721,0.377334749679,0.552456774531,0.591157774498,0.725590879165,0.857227149272,0.919148749219,0.808850899313,1.06136963708,1.28003557391,1.47257304875,1.63414972361,1.6750342636,1.97181594832,1.94569277335,2.30367702304,2.13914225945,2.22433997311,2.59877214779,3.03028829743,3.26129943029,3.51308327202,3.58661517195,3.72400372184,3.70321515191,4.34805734631,4.19809097143,4.33354447132,4.46643640912,4.62380197107,4.74474259597,4.87052084586,4.84708215623,4.72345704599,4.96146819579,5.0609297657,5.24027136269,5.4133023704,0.0330194756389,0.0165572825464
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0750316760159,0.603735599487,0.909473499227,0.732345049583,0.999453324151,0.364730089903,0.00305695672393
Other Middle East,0.0130219178077,0.0121890410954,0.0120163934422,0.00523013698611,0.00639178082169,0.0058410958902,0.00561202185772,0.00559178082171,0.00550136986281,0.00391780821904,0.00018579234972,0.00019726027397,0.00439178082176,0.00622191780799,0.00541803278669,0.00511232876694,0.00383287671219,0.00436712328751,0.00399726775942,0.0120646687142,0.0166214088545,0.0158721567238,0.0169472032737,0.019242973121,0.0263805592639,0.0264032564103,0.0251078498585,0.0267625622314,0.0238282915713,0.0252182619657,0.025474370691,0.0249429824377,0.0251613811818,0.0255119402377,0.14351457712,0.184278528313,0.248185504856,0.287945718688,0.351259536724,0.293587351342,0.327658204067,0.429870285601,0.25348431177,0.629927379126,1.4850744009,0.00192671402524
