Natural Gas: Consumption*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Billion cubic metres,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,8.08222222222,9.08333333333,9.63555555556,10.7766666667,12.3911111111,13.6455555556,13.9366666667,13.6677777778,16.0,17.5222222222,20.0,24.42,23.9888888889,25.0,25.4488888889,25.4444444444,25.3333333333,24.4788888889,25.1111111111,29.3977777778,30.2444444444,32.0844444444,35.75,37.9733333333,40.9722222222,43.4288888889,46.1522222222,45.72,46.8111111111,45.2888888889,49.8533333333,51.5411111111,53.1477777778,57.2222222222,62.1955555556,64.85,65.0277777778,64.5866666667,71.2077777778,73.8911111111,79.0766666667,77.4422222222,77.82184575,77.8098576937,71.5217098266,76.172257912,71.4240403628,68.6721271284,64.2296340425,-0.062128867954,0.0191388949752
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.37119596616,10.1357655994,10.5884957453,11.0412258912,11.4023320822,12.1536485365,12.7605225108,13.1227066294,12.5794304561,9.9546735447,10.497949718,4.49274120435,5.39765081352,4.07237834648,5.7642762111,6.31194932461,7.58672927684,8.12741590547,8.81227651706,6.66819367194,8.48804526962,9.03248870986,9.26398702721,8.90269153276,8.60000002102,9.02654869463,9.60832581534,10.4419909758,11.4150868967,0.0961856916547,0.00340142287314
Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.18888888889,4.19777777778,4.38444444444,4.57111111111,4.85111111111,5.58777777778,5.41,2.98555555556,1.67888888889,1.95888888889,2.33222222222,2.51888888889,2.64,2.31222222222,2.40777777778,2.72333333333,2.82888888889,2.86,3.10555555556,3.08919276,3.26587176,3.2361264,3.6151,3.2449,2.727,3.117,3.397,3.3186,2.7054,-0.182543218136,0.00080614449689
Netherlands,1.42958026814,2.73988885704,4.82042371262,8.12979284099,11.980084233,16.8601437852,22.0299831216,28.6596406165,31.8598173625,33.9201936244,35.3556534824,36.7348372663,36.867548008,36.9481823827,36.7776742779,33.6228543677,32.0059671667,30.5738670743,32.696399,34.72569743,36.6038064074,36.5114128531,37.6780914621,34.0814623738,34.929803191,34.5879470399,38.6406643101,37.6058565014,38.7548963409,37.4277889239,38.4936745645,42.4170408586,39.8375808095,39.5738392089,38.5222325722,38.9849580162,40.0215279768,39.8174222159,40.0215279768,40.8581096143,39.2840594249,38.086302984,37.0178975192,38.5827083532,38.8901269068,43.596329204,38.0561128626,36.4372684522,37.0741908432,0.0202675871551,0.0110472226515
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381111111111,0.64,0.731111111111,0.785555555556,0.965555555556,1.04222222222,1.17333333333,1.12888888889,1.19,1.31111111111,1.44333333333,1.81777777778,2.01333333333,2.13222222222,2.40222222222,2.58555555556,2.72,2.92,2.94777777778,3.2,3.69555555556,3.77444444444,3.60555555556,4.04777777778,3.75111111111,4.00333333333,4.31333333333,4.56111111111,4.458824971,4.39729772,4.2594,4.328521,4.133872,4.113475,4.339672,4.3684,4.416274,0.0137289119884,0.00131594401319
Poland,1.63676316041,1.9457103277,2.37773478552,3.26664755899,4.52892423808,5.77615362568,6.3525843126,6.68448457056,6.95182478265,7.14571988153,7.65224037451,8.16470813031,8.66301232445,9.11966179421,9.51213337155,9.74718161842,9.19382344511,9.18997802618,9.39997133849,9.77849431547,9.91766981943,10.5108674883,10.8515572752,10.7758192414,10.5779593007,9.93083022834,9.26043756568,8.62465367345,9.05983089711,9.12888124582,9.99417216012,10.4947215057,10.4638148467,10.5714388077,10.2924668004,11.0663275055,11.5295452374,11.2368873603,12.5118706411,13.2006305532,13.593890322,13.7482803095,13.7519771138,14.9456758277,14.4213029309,15.5083967602,15.7184749955,16.5540906341,16.6830380933,0.0105505287647,0.00497114658356
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.808,2.254,2.3725131192,2.5572233664,3.1127612112,2.98293283033,3.73664605612,4.2348405744,4.067593596,4.33519746987,4.743055872,4.7104794288,5.1247004436,5.18882141916,4.49925089571,4.0566459528,-0.0959028154612,0.00120878347661
Romania,15.2566666667,16.4488888889,18.1344444444,19.1877777778,22.2811111111,23.1588888889,24.7622222222,25.1366666667,26.5588888889,27.4133333333,29.7833333333,32.8288888889,34.7755555556,35.9488888889,34.6444444444,35.9777777778,37.8044444444,38.4488888889,38.2866666667,38.1444444444,35.4666666667,36.1044444444,35.4544444444,35.5644444444,35.4244444444,30.7511111111,24.7288888889,25.3744444444,25.2422222222,24.1788888889,24.0011111111,24.18,19.9722222222,18.6933333333,17.1811111111,17.12,16.5655555556,17.19,18.33,17.49,17.6,18.128,16.083,15.882,13.257,13.579,13.927,13.533,12.485,-0.0749127715826,0.00372023135424
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,350.416366015,354.480157971,374.93170336,395.655964678,401.538222791,407.601572942,418.190068715,404.796801894,403.619703521,379.1862888,366.516312299,368.561143435,339.909792867,353.846335797,352.759783487,360.384014771,366.266727217,370.701387368,379.480204403,389.345060659,394.051230616,415.047988885,422.016740551,416.043524837,389.669967392,414.174632345,424.592554073,416.263447779,413.476399629,-0.00397401256487,0.123206079006
Slovakia,0.321111111111,0.356666666667,0.427777777778,0.521111111111,0.66,0.84,0.952222222222,1.05666666667,1.14333333333,1.39333333333,1.52,1.77222222222,2.24,2.52222222222,2.86222222222,3.64888888889,3.45,3.58666666667,3.66888888889,4.11555555556,4.69888888889,4.74333333333,4.8,4.87444444444,5.13888888889,5.91,5.42222222222,5.46333333333,5.15111111111,5.00333333333,5.70111111111,6.16555555556,6.25666666667,6.36222222222,6.43888888889,6.48222222222,6.92111111111,6.47555555556,6.29777777778,6.10934365148,6.55858889844,5.97542275724,5.65481991019,5.74035062578,4.91712047387,5.56269704786,5.15228814369,4.85036304576,5.39321199962,0.114965595305,0.00160704820883
