Renewables: Consumption - Solar *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Trinidad & Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055663664751,0.00067429967869,0.00118115581301,0.00174991775166,0.4855889678,6.196262984e-05
Other S. & Cent. America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571213333e-05,6.856819999e-05,6.856819999e-05,6.856819999e-05,6.856819999e-05,6.856819999e-05,6.856819999e-05,6.856819999e-05,6.856819999e-05,6.856819999e-05,0.00029712886662,0.00052568953325,0.00075425019988,0.00944321250245,0.018815034519,0.0188435679274,0.00426040263847,0.00066722964402
Total S. & Cent. America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.955880935e-05,0.00021021638753,7.671410215e-05,7.829802757e-05,7.920312781e-05,8.327607889e-05,8.440745419e-05,8.915923045e-05,9.119570599e-05,9.773505522e-05,0.00033643284453,0.0005451491884,0.00133034650254,0.010451073618,0.0339967804985,0.071514215903,1.10932159424,0.00253223837353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00045255011993,0.00045255011993,0.00045255011993,0.00067882517989,0.00113137529981,0.00203647553967,0.00339412589944,0.00407295107933,0.0047558492103,0.00506561976739,0.00548445490338,0.00681538444133,0.01106808164,0.020096198579,0.0393876906367,0.0763639860615,0.131180824009,0.722542643547,0.00464496621862
Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-
Belarus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-
Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00022627505996,0.00045255011993,0.00135765035978,0.00950355251844,0.0375616599538,0.126714033579,0.264515545097,0.374937774359,0.44690400637,0.19520740211,0.0158243700862
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067882517989,0.00248902565959,0.0236842105263,0.184210526316,0.320656264111,0.745474517345,0.01135407947
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00045255011993,0.00294157577952,0.0201384803367,0.139385436937,0.479250577001,0.491718332805,0.468434629135,-0.0447417125106,0.0165867451578
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.620400959e-05,7.240801919e-05,9.051002399e-05,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00045255011993,0.00045255011993,0.00045255011993,0.00045255011993,0.00045255011993,0.00067882517989,0.00067882517989,0.00135765035978,0.00338054939585,0.0235011540028,0.117106666332,3.99666976929,0.00414661597461
Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00045255011993,0.00045255011993,0.00045255011993,0.00045255011993,0.00045255011993,0.00067882517989,0.00067882517989,0.00090510023985,0.00090510023985,0.00090510023985,0.00113137529981,0.00113137529981,0.00113447495817,0.00113137529981,-,4.006073141e-05
France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033669728922,0.00038082092592,0.00042505770014,0.00046160112232,0.00059969679142,0.00077087387428,0.00092512558266,0.00102898583518,0.00118189120695,0.0013939675069,0.00160733357469,0.00175754627325,0.00191156808617,0.00237606009866,0.00269404217767,0.00389328868172,0.00938860478798,0.0370268279939,0.113137529981,0.429922613929,0.905100239852,1.05172647871,0.16518355906,0.0372404567897
Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00045255011993,0.00067882517989,0.00135765035978,0.0018102004797,0.00248902565959,0.00362040095941,0.00588315155904,0.00724080191881,0.00950355251844,0.0144816038376,0.0171969045572,0.036656559714,0.0708240937684,0.125808933339,0.290084626872,0.502330633118,0.695795809386,1.00013576504,1.48956871974,2.6539801783,4.43476490021,5.96913608182,6.78825179889,0.140340849757,0.240364402533
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.00113137529981,0.0113137529981,0.0357514594741,0.138027786577,0.383309951577,0.423134362131,0.106920473278,0.0149827143177
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00022627505996,0.00022627505996,0.00022627505996,0.0018102004797,0.00225913019867,0.251419186592,7.999326772e-05
Republic of Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-
Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045712133326,0.00090510023985,0.00113137529981,0.00203647553967,0.00248902565959,0.00248902565959,0.00294157577952,0.00316785083948,0.00339412589944,0.00362040095941,0.00384667601937,0.00407295107933,0.00429922613929,0.00475177625922,0.00543060143911,0.00656197673892,0.00701452685885,0.0079196270987,0.00882472733855,0.0436710865728,0.153188215595,0.431212381771,2.44279766484,4.2679322985,5.07030357062,0.191254794598,0.179533779621
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-
Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2627506e-05,0.00052043263791,0.0101823776983,18.6188201904,0.0003605466045
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00022627505996,2.2627506e-06,0.00022627505996,0.00045255011993,0.00045255011993,0.00090510023985,0.00113137529981,0.0018102004797,0.00294157577952,0.00384667601937,0.00701452685885,0.00746707697878,0.00769335203874,0.0079196270987,0.00814590215866,0.00859845227859,0.0104086527583,0.0135765035978,0.0226275059963,0.0574179752908,0.0980073683148,0.711587369442,0.0034703311976
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.525501199e-05,0.00024890256596,0.00026956147893,0.0859671235084,9.54487041e-06
