Natural Gas: Proved reserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Syria,0.0900000035763,0.0900000035763,0.103000000119,0.104000002146,0.104000002146,0.123999997973,0.142000004649,0.125,0.112999998033,0.157000005245,0.181999996305,0.20000000298,0.20000000298,0.226999998093,0.234999999404,0.234999999404,0.234999999404,0.238000005484,0.238000005484,0.240999996662,0.240999996662,0.240999996662,0.25,0.289999991655,0.289999991655,0.289999991655,0.289999991655,0.284000009298,0.270000010729,0.284999996424,0.284999996424,0.284999996424,0.284999996424,0.284999996424,-,0.00153476803098
United Arab Emirates,2.36999988556,2.52900004387,2.97300004959,3.0490000248,3.10800004005,3.14800000191,5.4141998291,5.68400001526,5.66300010681,5.65000009537,5.62300014496,5.79300022125,5.79500007629,5.79500007629,6.77699995041,5.85900020599,5.78399991989,6.06300020218,5.99599981308,5.99499988556,5.99399995804,6.05800008774,6.05399990082,6.04699993134,6.08300018311,6.11499977112,6.44099998474,6.43699979782,6.09000015259,6.09100008011,6.09100008011,6.09100008011,6.09100008011,6.09100008011,-,0.0328009538353
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0170000009239,0.112999998033,0.156000003219,0.197999998927,0.245000004768,0.395999997854,0.428999990225,0.428999990225,0.428999990225,0.425000011921,0.479000002146,0.479000002146,0.479000002146,0.479000002146,0.479000002146,0.479000002146,0.479000002146,0.479000002146,0.479000002146,0.479000002146,0.485000014305,0.488000005484,0.490000009537,0.490000009537,0.488478392363,0.481078386307,0.478554755449,0.478554755449,-,0.00257708970457
Other Middle East,0.00300000002608,0.00200000009499,0.0010000000475,0.0010000000475,0.0010000000475,0.0010000000475,0.0010000000475,0.0290000009118,0.0290000009118,0.0119999999879,0.0159999997122,0.00599999993574,0.00599999993574,0.00599999993574,0.00599999993574,0.00599999993574,0.00599999993574,0.00599999993574,0.00599999993574,0.00900000031106,0.0520000020042,0.0520000020042,0.0520000020042,0.0529999984428,0.0529999984428,0.0510000018403,0.0500000016764,0.0489999996498,0.0489999996498,0.0960000036284,0.208000007086,0.208000007086,0.208000007086,0.230000006966,0.105769224465,0.00123858475126
Total Middle East,24.6926296293,25.0042301004,25.8838001693,26.3831703345,27.4018100778,27.6707001458,30.4113897773,31.1774999144,34.3429997804,37.8323999847,37.9887004168,42.7205994976,44.003800365,44.4268006858,45.5642834929,45.3735003349,49.3052995381,49.5300001529,53.1669996408,54.7419994443,59.1449999521,70.8905616114,71.7570013711,72.36000033,72.3500003172,72.7999995081,72.7517612474,74.1763620349,75.4374806033,75.9485851256,79.3492695419,80.4230558304,80.3250485985,80.2886956362,-0.00045257317834,0.432366758585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,3.72099995613,3.6779999733,3.61299991608,3.53099989891,3.44199991226,3.34899997711,3.25900006294,3.16300010681,3.23399996758,3.25,3.29999995232,3.62599992752,3.65000009537,3.70000004768,2.96300005913,3.69000005722,3.70000004768,4.07700014114,4.07700014114,4.51999998093,4.52299976349,4.52299976349,4.52299976349,4.54500007629,4.54500007629,4.50419998169,4.50419998169,4.50400018692,4.50400018692,4.50400018692,4.50400018692,4.50400018692,4.50390815735,4.50390815735,-,0.0242542251944
Egypt,0.0839999988675,0.0829999968409,0.202999994159,0.20000000298,0.234999999404,0.254999995232,0.289999991655,0.307000011206,0.328999996185,0.351000010967,0.379000008106,0.395999997854,0.43599998951,0.59500002861,0.630999982357,0.644999980927,0.848999977112,0.926999986172,1.01999998093,1.22300004959,1.43299996853,1.55700004101,1.65699994564,1.72479999065,1.87000000477,1.89499998093,2.04699993134,2.06999993324,2.15000009537,2.19000005722,2.21000003815,2.19000005722,2.03999996185,1.84625864029,-0.0949712395668,0.00994238164276
Libya,0.685000002384,0.665000021458,0.652999997139,0.639999985695,0.628000020981,0.625999987125,0.727999985218,0.726999998093,0.827000021935,1.21800005436,1.20799994469,1.30900001526,1.2990000248,1.28900003433,1.30999994278,1.31299996376,1.31099998951,1.31400001049,1.31500005722,1.31500005722,1.31400001049,1.31400001049,1.50300002098,1.49100005627,1.49100005627,1.31599998474,1.41999995708,1.53999996185,1.53999996185,1.5490000248,1.49500000477,1.54700005054,1.5490000248,1.5490000248,-,0.0083415992558
Nigeria,1.16113996506,1.14698004723,1.38501000404,1.37000000477,1.35500001907,1.34000003338,2.40000009537,2.40700006485,2.47600007057,2.83200001717,2.83999991417,3.40000009537,3.7162001133,3.68300008774,3.45000004768,3.47399997711,3.47499990463,3.48300004005,3.51200008392,3.51200008392,4.10599994659,4.632999897,4.99700021744,5.05499982834,5.22900009155,5.15199995041,5.20699977875,5.29199981689,5.29199981689,5.29199981689,5.11000013351,5.15399980545,5.11800003052,5.07899999619,-0.00762017071247,0.0273511819542
Other Africa,0.338000002783,0.340000005905,0.432000001427,0.546000000555,0.555000000168,0.592000000644,0.724000001792,0.790000008652,0.818000003928,0.824000001186,0.826000001514,0.781000000658,0.792000006186,0.747000009054,0.777000006521,0.808000011602,0.833000010112,0.820000007981,0.844000000739,0.870000003139,1.08799999976,1.10699999635,1.07999999286,1.0409999995,1.06100001768,1.20100001642,1.20100001455,1.2180047615,1.17782574776,1.22582862177,1.2258018034,1.24974617595,1.23790226458,1.22748145228,-0.00841812230647,0.00661017280072
Total Africa,5.98913992522,5.91298004473,6.28600991284,6.28699989291,6.21499995189,6.16199999349,7.40100013698,7.39400018961,7.6840000602,8.47500008368,8.55299982079,9.51200003666,9.89320022915,10.0140002074,9.13100003847,9.92999999062,10.167999929,10.6210001858,10.768000264,11.4400001748,12.4639996889,13.1339997083,13.7599999404,13.8567999511,14.1960002466,14.0681999142,14.3791996634,14.6240046604,14.6638258088,14.7608287076,14.5448021668,14.6447462761,14.4488104391,14.2056482709,-0.0168292168528,0.0764995589852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,0.181199997664,0.456900000572,0.64099997282,0.629000008106,0.68900001049,0.708999991417,0.902000010014,1.06900000572,1.03299999237,0.954999983311,0.926999986172,0.949999988079,1.00600004196,0.991999983788,1.29200005531,1.26400005817,1.36000001431,1.49399995804,1.98899996281,1.98899996281,2.20300006866,2.66700005531,2.52800011635,2.38162088394,2.3226211071,2.35362100601,2.37433791161,2.29267144203,3.51700496674,3.53005504608,3.66623711586,3.75923705101,3.75923705101,3.67728567123,-0.0218000039458,0.0198027379811
Bangladesh,0.286000013351,0.317000001669,0.338999986649,0.31099998951,0.352999985218,0.352999985218,0.354000002146,0.354000002146,0.34999999404,0.725000023842,0.725000023842,0.72000002861,0.303000003099,0.29699999094,0.300999999046,0.272000014782,0.300000011921,0.29699999094,0.29699999094,0.323000013828,0.305999994278,0.340000003576,0.340000003576,0.432999998331,0.42199999094,0.407000005245,0.38299998641,0.374000012875,0.344000011683,0.363999992609,0.354000002146,0.349000006914,0.275715231895,0.275715231895,-,0.00148476811592
Brunei,0.207000002265,0.211999997497,0.221000000834,0.217999994755,0.238000005484,0.238000005484,0.340000003576,0.331000000238,0.321999996901,0.317000001669,0.331000000238,0.395999997854,0.40000000596,0.40000000596,0.40000000596,0.40000000596,0.40000000596,0.391000002623,0.381999999285,0.374000012875,0.365999996662,0.356000006199,0.34999999404,0.344999998808,0.342999994755,0.340000003576,0.331000000238,0.342999994755,0.321000009775,0.308999985456,0.301237553358,0.287999987602,0.287999987602,0.287999987602,-,0.00155092345085
China,0.702799975872,0.699400007725,0.859099984169,0.873099982738,0.889800012112,0.871999979019,0.865000009537,0.893999993801,0.922100007534,1.02279996872,0.999000012875,1.00179994106,1.39890003204,1.67069995403,1.66970002651,1.66970002651,1.17040002346,1.1603000164,1.36689996719,1.36689996719,1.36689996719,1.36769998074,1.26799118519,1.33611524105,1.44815719128,1.53457081318,1.68350565434,2.25510001183,2.68944501877,2.84582591057,2.72565293312,2.90613698959,3.27219033241,3.27219033241,-,0.0176212396473
India,0.342999994755,0.411000013351,0.419999986887,0.462000012398,0.477999985218,0.479999989271,0.541000008583,0.551999986172,0.600000023842,0.68599998951,0.699999988079,0.730000019073,0.735000014305,0.717999994755,0.702000021935,0.676110029221,0.641309976578,0.692260026932,0.674759984016,0.647960007191,0.759809970856,0.762950003147,0.750710010529,0.853999972343,0.922999978065,1.10099995136,1.07500004768,1.05499994755,1.09000003338,1.115260005,1.14856994152,1.27805995941,1.33024001122,1.35476005077,0.0184327941388,0.00729558756575
