"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Bahrain","BHR","CO2 emissions (kt)","EN.ATM.CO2E.KT","575.719","1771.161","1591.478","1195.442","1598.812","1228.445","649.059","1004.758","1103.767","1272.449","2592.569","3039.943","3681.668","5522.502","5405.158","5753.523","6574.931","7469.679","7766.706","8133.406","7887.717","8525.775","9838.561","8228.748","9207.837","10194.26","11012.001","11430.039","12163.439","11738.067","11884.747","11503.379","10590.296","15141.043","15254.72","16021.123","15621.42","17319.241","18404.673","18019.638","18643.028","13927.266","15698.427","16468.497","17509.925","19207.746","19497.439","22398.036","24301.209","24169.197","24202.2","","","",
"Bahamas, The","BHS","CO2 emissions (kt)","EN.ATM.CO2E.KT","410.704","546.383","726.066","707.731","1085.432","1316.453","1092.766","1705.155","1631.815","1745.492","2574.234","6732.612","6490.59","7873.049","7389.005","8254.417","6464.921","9717.55","6607.934","6930.63","7990.393","2801.588","2262.539","2016.85","1855.502","1510.804","1411.795","1422.796","1540.14","1947.177","1950.844","1782.162","1793.163","1701.488","1686.82","1683.153","1668.485","1364.124","1679.486","1675.819","1668.485","1569.476","1576.81","1518.138","1723.49","1598.812","1521.805","1547.474","1045.095","1642.816","2464.224","","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4136.376","2948.268","3230.627","3428.645","6050.55","14605.661","18811.71","18089.311","23223.111","20700.215","22918.75","23237.779","24616.571","25617.662","27168.803","27883.868","30997.151","30590.114","31125.496","","","",
"Belarus","BLR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87487.286","74451.101","65914.325","62118.98","60157.135","59519.077","57597.569","55819.074","53468.527","52595.781","52390.429","53721.55","58037.609","59064.369","61829.287","60281.813","62815.71","60292.814","62221.656","","","",
"Belize","BLZ","CO2 emissions (kt)","EN.ATM.CO2E.KT","44.004","36.67","69.673","62.339","84.341","84.341","80.674","121.011","102.676","135.679","121.011","143.013","157.681","146.68","154.014","176.016","176.016","198.018","216.353","209.019","190.684","183.35","172.349","172.349","172.349","190.684","205.352","227.354","249.356","300.694","311.695","359.366","355.699","377.701","374.034","377.701","308.028","388.702","370.367","601.388","689.396","711.398","359.366","374.034","381.368","396.036","407.037","425.372","407.037","414.371","421.705","","","",
"Bermuda","BMU","CO2 emissions (kt)","EN.ATM.CO2E.KT","157.681","176.016","157.681","150.347","201.685","179.683","201.685","212.686","223.687","198.018","227.354","231.021","253.023","425.372","443.707","458.375","469.376","454.708","425.372","462.042","436.373","388.702","396.036","451.041","443.707","451.041","425.372","575.719","649.059","784.738","597.721","509.713","407.037","480.377","473.043","465.709","476.71","476.71","462.042","495.045","495.045","495.045","524.381","509.713","671.061","443.707","520.714","517.047","388.702","465.709","476.71","","","",
"Bolivia","BOL","CO2 emissions (kt)","EN.ATM.CO2E.KT","1004.758","1041.428","1100.1","1213.777","1481.468","1510.804","1690.487","1892.172","2178.198","2548.565","2486.226","3061.945","3571.658","3457.981","3516.653","4059.369","4580.083","4481.074","5027.457","4737.764","4668.091","4792.769","4349.062","4290.39","4041.034","4125.375","3777.01","4030.033","4308.725","4994.454","5504.167","5779.192","6648.271","8038.064","8907.143","9424.19","8734.794","9842.228","10326.272","10311.604","10223.596","9823.893","9567.203","14128.951","13083.856","12324.787","14910.022","12757.493","13773.252","14407.643","15456.405","","","",
"Brazil","BRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","46908.264","49203.806","53695.881","55617.389","56735.824","56398.46","64304.512","66193.017","77421.371","84315.331","93761.523","102635.663","114362.729","132463.041","143456.707","151164.741","155154.437","162961.48","176925.416","188322.452","187090.34","171806.284","172176.651","166632.147","168806.678","181248.809","198883.412","207530.198","209363.698","214024.455","208886.988","219330.604","220705.729","230738.641","242154.012","258347.484","284782.887","300547.32","312289.054","320173.104","327983.814","337433.673","332266.87","321621.569","337826.042","347308.904","347668.27","363212.683","387675.24","367147.374","419754.156","","","",
"Barbados","BRB","CO2 emissions (kt)","EN.ATM.CO2E.KT","172.349","194.351","260.357","190.684","179.683","205.352","267.691","337.364","440.04","480.377","429.039","484.044","502.379","480.377","491.378","568.385","531.715","590.387","630.724","601.388","674.728","685.729","645.392","685.729","748.068","847.077","916.75","942.419","946.086","990.09","1074.431","1206.443","979.089","1114.768","748.068","828.742","850.744","902.082","1140.437","1210.11","1188.108","1221.111","1228.445","1268.782","1294.451","1353.123","1371.458","1426.463","1635.482","1624.481","1503.47","","","",
"Brunei Darussalam","BRN","CO2 emissions (kt)","EN.ATM.CO2E.KT","333.697","304.361","370.367","355.699","341.031","333.697","491.378","440.04","429.039","487.711","8210.413","7517.35","9460.86","9981.574","8184.744","7080.977","6024.881","6395.248","9541.534","7440.343","6882.959","1470.467","2093.857","2706.246","1917.841","2596.236","2299.209","3318.635","5716.853","6347.577","6420.917","5815.862","5808.528","5588.508","5408.825","5515.168","5595.842","5812.195","5984.544","4598.418","6527.26","6197.23","5320.817","5357.487","5361.154","5126.466","4822.105","10175.925","10582.962","9094.16","9160.166","","","",
"Bhutan","BTN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","3.667","3.667","3.667","3.667","3.667","3.667","3.667","7.334","11.001","22.002","22.002","25.669","33.003","29.336","51.338","62.339","55.005","102.676","110.01","62.339","128.345","187.017","216.353","187.017","212.686","249.356","304.361","396.036","385.035","385.035","399.703","388.702","418.038","377.701","308.028","396.036","392.369","392.369","421.705","388.702","476.71","","","",
"Botswana","BWA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","22.002","51.338","88.008","187.017","594.054","781.071","832.409","942.419","986.423","1008.425","1100.1","1030.427","1045.095","1158.772","1323.787","1536.473","1617.147","1774.828","2178.198","2148.862","3296.633","3509.319","3509.319","3523.987","3138.952","3212.292","3832.015","3545.989","4275.722","4334.394","4484.741","4264.721","4378.398","4613.086","4646.089","4701.094","4979.786","4396.733","5232.809","","","",
"Sub-Saharan Africa (IFC classification)","CAA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","88.008","88.008","73.34","73.34","73.34","88.008","84.341","91.675","183.35","187.017","209.019","183.35","168.682","161.348","113.677","102.676","128.345","128.345","146.68","102.676","106.343","135.679","143.013","146.68","150.347","161.348","161.348","260.357","231.021","249.356","198.018","205.352","216.353","223.687","234.688","234.688","234.688","245.689","249.356","264.024","267.691","245.689","245.689","234.688","212.686","212.686","227.354","234.688","234.688","234.688","264.024","","","",
"Canada","CAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","192895.201","194182.318","207185.5","211109.19","237801.283","252153.921","259319.239","281896.958","303539.592","307400.943","341485.708","352607.719","381136.979","381621.023","389970.782","397143.434","399317.965","398173.861","405826.89","427671.209","428547.622","416101.824","400286.053","397165.436","406714.304","401855.529","387220.532","411752.762","434341.482","440370.03","450076.579","449053.486","467648.843","477920.11","454491.647","459790.462","467883.531","483233.593","517219.349","515415.185","534483.585","525690.119","519162.859","553185.285","552349.209","563071.517","550233.35","560801.644","544974.872","513937.384","499137.372","","","",
"East Asia and the Pacific (IFC classification)","CEA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kt)","EN.ATM.CO2E.KT","467877.453835226","493066.248718065","527815.12962309","570755.314658981","613118.044834472","632163.361619162","652294.079669234","678605.703447297","724588.220108817","778762.040901202","810399.08172518","834983.687726304","871903.371162094","908363.229431269","937818.774115957","1000638.37740156","1059929.08987361","1103184.73636101","1159994.53165504","1172222.67300445","1203710.00330906","1130276.99356147","1159160.43019002","1169977.015214","1168490.6036289","1189637.21448893","1211061.85917064","1244607.7091165","1201913.47707671","1167576.30009993","968685.875126067","905085.63841807","865679.691","850468.975","806017.601","833179.07","850681.661","825166.675","779732.545","735746.88","721936.958","736964.324","721375.907","745145.401","742457.49","741933.109","767957.808","768328.175","751533.315","683598.473","714833.979","","","",
"Europe and Central Asia (IFC classification)","CEU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","CO2 emissions (kt)","EN.ATM.CO2E.KT","19523.108","20388.52","24150.862","29101.312","28166.227","30370.094","31525.199","32559.293","36028.275","38096.463","40296.663","41943.146","42973.573","46262.872","41481.104","39097.554","40483.68","41085.068","42218.171","39911.628","40538.685","38859.199","36629.663","40069.309","39174.561","39827.287","42295.178","40252.659","40711.034","39467.921","42863.563","41998.151","43065.248","40762.372","41319.756","39233.233","39929.963","41466.436","41829.469","40700.033","39049.883","42962.572","40718.368","40204.988","40392.005","41374.761","41877.14","38019.456","40392.005","41598.448","38756.523","","","",
"Channel Islands","CHI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kt)","EN.ATM.CO2E.KT","13490.893","14473.649","16725.187","17355.911","17524.593","17766.615","18793.375","19259.084","21224.596","22555.717","24664.242","27095.463","28191.896","27652.847","25955.026","23014.092","24103.191","23109.434","22948.086","24862.26","25265.63","24554.232","20615.874","20839.561","22200.018","21503.288","22247.689","22673.061","26926.781","32386.944","34143.437","32181.592","33314.695","35474.558","38888.535","42456.526","48518.077","56171.106","57714.913","60883.201","58694.002","52757.129","55360.699","55078.34","60047.125","61730.278","64392.52","71154.468","71224.141","67267.448","72258.235","","","",
"China","CHN","CO2 emissions (kt)","EN.ATM.CO2E.KT","780726.302","552066.85","440359.029","436695.696","436923.05","475972.933","522789.522","433234.048","468928.626","577237.138","771617.474","876633.02","931575.681","968542.708","988014.478","1145607.47","1196193.735","1310310.775","1462168.579","1494859.884","1467192.369","1451501.276","1580260.647","1667029.201","1814908.31","1966553.428","2068969.071","2209708.531","2369501.723","2408540.605","2460744.017","2584538.27","2695982.067","2878694.009","3058241.33","3320285.15","3463089.131","3469510.048","3324344.519","3318055.614","3405179.867","3487566.356","3694242.143","4525177.009","5288166.032","5790016.984","6414463.08","6791804.714","7035443.861","7692210.895","8286891.952","","","",
"Cote d'Ivoire","CIV","CO2 emissions (kt)","EN.ATM.CO2E.KT","462.042","553.717","586.72","623.39","762.736","1173.44","1294.451","1488.802","1763.827","2086.523","2442.222","2706.246","3014.274","3208.625","3560.657","3989.696","3964.027","4055.702","4818.438","5423.493","6222.899","4466.406","6109.222","4840.44","5405.158","7326.666","5966.209","7682.365","9160.166","8522.108","5797.527","5636.179","4624.087","5892.869","5251.144","7132.315","8379.095","8173.743","6912.295","6266.903","6791.284","7726.369","7286.329","5460.163","7664.03","7825.378","6996.636","6882.959","6871.958","5856.199","5804.861","","","",
"Latin America and the Caribbean (IFC classification)","CLA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","271.358","282.359","289.693","300.694","337.364","311.695","344.698","458.375","506.046","572.052","638.058","810.407","861.745","898.415","975.422","1162.439","1092.766","1565.809","2002.182","1829.833","3905.355","5342.819","6343.91","6589.599","6057.884","6475.922","2005.849","1855.502","2211.201","7638.361","1738.158","1111.101","3795.345","3898.021","3817.347","4363.73","4602.085","3215.959","3208.625","3080.28","3432.312","3421.311","3417.644","3795.345","3956.693","3696.336","3828.348","5834.197","5544.504","6673.94","7234.991","","","",
"Congo, Rep.","COG","CO2 emissions (kt)","EN.ATM.CO2E.KT","223.687","267.691","238.355","234.688","267.691","245.689","308.028","322.696","451.041","502.379","572.052","685.729","663.727","1221.111","1624.481","1100.1","1235.779","480.377","322.696","348.365","407.037","473.043","1345.789","1144.104","1140.437","1279.783","1067.097","1323.787","1499.803","1507.137","1188.108","1265.115","1573.143","1543.807","2148.862","1565.809","1716.156","2343.213","777.404","821.408","1048.762","861.745","707.731","1085.432","1180.774","1455.799","1338.455","1437.464","1474.134","1884.838","2027.851","","","",
"Colombia","COL","CO2 emissions (kt)","EN.ATM.CO2E.KT","16409.825","18217.656","19442.434","21257.599","21708.64","22885.747","23501.803","24715.58","26604.085","28048.883","28404.582","30326.09","31481.195","33699.73","36479.316","35896.263","38089.129","39354.244","41682.789","44433.039","44356.032","44458.708","45914.507","49449.495","48980.119","48378.731","49101.13","50487.256","52445.434","53233.839","57337.212","57120.859","62049.307","64022.153","67571.809","59614.419","60527.502","64909.567","65976.664","56512.137","57923.932","56273.782","55661.393","57421.553","55071.006","60945.54","62940.388","63439.1","66438.706","70850.107","75679.546","","","",
"Comoros","COM","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","11.001","11.001","14.668","18.335","18.335","18.335","18.335","29.336","29.336","29.336","29.336","29.336","33.003","40.337","40.337","29.336","22.002","47.671","47.671","47.671","47.671","47.671","55.005","51.338","58.672","62.339","62.339","77.007","77.007","77.007","77.007","77.007","80.674","66.006","66.006","73.34","80.674","84.341","88.008","91.675","99.009","102.676","110.01","121.011","121.011","124.678","124.678","139.346","","","",
"Cabo Verde","CPV","CO2 emissions (kt)","EN.ATM.CO2E.KT","22.002","22.002","18.335","14.668","29.336","25.669","22.002","18.335","29.336","36.67","36.67","36.67","51.338","62.339","66.006","77.007","73.34","80.674","209.019","249.356","121.011","33.003","36.67","36.67","84.341","84.341","58.672","80.674","73.34","80.674","88.008","91.675","102.676","102.676","110.01","113.677","139.346","143.013","154.014","172.349","187.017","209.019","245.689","253.023","264.024","293.36","308.028","311.695","308.028","311.695","355.699","","","",
"Costa Rica","CRI","CO2 emissions (kt)","EN.ATM.CO2E.KT","491.378","491.378","550.05","601.388","674.728","847.077","993.757","876.413","1037.761","1147.771","1250.447","1529.139","1763.827","2046.186","1906.84","2038.852","2086.523","2614.571","2922.599","2794.254","2464.224","2251.538","2086.523","2104.858","2002.182","2266.206","2607.237","2757.584","2940.934","2973.937","2955.602","3336.97","3791.678","3953.026","5269.479","4866.109","4748.765","4987.12","5317.15","5522.502","5474.831","5760.857","6325.575","6626.269","6930.63","7088.311","7436.676","8573.446","8646.786","7818.044","7770.373","","","",
"South Asia (IFC classification)","CSA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","CO2 emissions (kt)","EN.ATM.CO2E.KT","5878.201","8804.467","11771.07","5984.544","10652.635","11917.75","11756.402","14026.275","14026.275","14869.685","20960.572","25060.278","25580.992","30670.788","29482.68","31583.871","34766.827","38606.176","37091.705","37524.411","38837.197","32566.627","31620.541","28631.936","28899.627","31972.573","27894.869","29240.658","27146.801","29915.386","31994.575","36581.992","36211.625","32551.959","35793.587","38323.817","39592.599","37403.4","37216.383","41125.405","43343.94","44392.702","45569.809","46878.928","50527.593","47927.69","52775.464","69016.607","63270.418","66200.351","68085.189","","","",
"Cuba","CUB","CO2 emissions (kt)","EN.ATM.CO2E.KT","13699.912","12181.774","14169.288","13039.852","14293.966","14609.328","15185.047","15749.765","16035.791","17260.569","18672.364","19607.449","20799.224","22398.036","22911.416","27066.127","27223.808","29402.006","30689.123","31712.216","31400.521","32749.977","34554.141","30843.137","32603.297","32577.628","33567.718","33952.753","35635.906","35738.582","33340.364","29633.027","31338.182","29347.001","32199.927","25657.999","26959.784","24605.57","24444.222","25276.631","26039.367","25452.647","26090.705","25485.65","25005.273","26006.364","27407.158","26736.097","30443.434","29900.718","38364.154","","","",
"Curacao","CUW","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
